https://www.ctcrash.uconn.edu/QueryTool2.action?qid=166508
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"267747","2","1","Vehicle in Operation","1","GT","0","Older than 2003","Avalanche 0.0","Red","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","35","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","0","None","7C2H07520","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Storrs Road","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267747","1","1","Vehicle in Operation","1","MITS","2003","2003","LANCER O","GRY","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","7","Tires","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","7","Tires","JA3AJ86E23U041874","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Mansfield","CT","","06250","","false","","false","false","Storrs Road","false","CT","false","false","1","GEICO","","","","","","","","","","","","","","","","","","","","2017-04-25","","","",""
"274229","2","1","Vehicle in Operation","0","","0","Older than 2003","","Black","N","Northbound","false","22","Motor Vehicle In Motion","10","Entering Traffic Lane","0","None","88","Not Applicable","25","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","1","No Damage","","","10","Entering Traffic Lane","0","None","","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","22","Motor Vehicle In Motion","99","Unknown","88","Not Applicable","","","","","","","","","","","","false","","false","false","E. Main St.","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274229","3","1","Vehicle in Operation","1","","","","","","W","Westbound","","22","Motor Vehicle In Motion","97","Other","0","None","","","","","","1","Two-Way, Not Divided","","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","","","97","Other","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","","","","","","","","","","","","","","","","","","","","","","e main st","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274229","1","1","Vehicle in Operation","2","Volv","2005","2005","Xc90 T6","Blk      ","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","YV1CZ911551172275   ","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Plainfield","CT","","06374","","false","","false","false","E. Main St.","false","CT","false","false","1","ALLSTATE","","","","","","","","","","","","","","","","","","","","2018-02-13","","","",""
"288803","1","1","Vehicle in Operation","1","Jeep","2006","2006","Grand Cherokee Lar/c","Tan","W","Westbound","false","17","Pedestrian","6","Turning Right","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","6","Turning Right","0","None","1J4GR48K86C259323","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windham","CT","","06280","","","","false","","Plains Rd","","CT","","","1","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","2017-11-15","","","",""
"295406","1","1","Vehicle in Operation","1","Subaru","2017","2017","Legacy 2.5i Premium","Gray","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","0","None","99","3","Not Towed","1","Two-Way, Not Divided","0","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","4S3BNAB64H3033501","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","","","","","","","1","No Special Function","88","Not applicable","","","ELLINGTON","CT","","06029","false","false","N/A","false","false","South River Rd.","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2017-07-31","","","",""
"295406","2","1","Vehicle in Operation","1","Jetter","0","Older than 2003","DLX-310","Blue","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","1","Brakes","0","None","99","","","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","1","Brakes","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","","","","","","","99","Unknown","","","","","","","","","","false","","false","false","Talcotthill Rd.","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"296830","1","1","Vehicle in Operation","1","SUBA","2009","2009","LEGACY","BLU","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","4S3BL616X97218280","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","PUTNAM","CT","UnitedStates","06260","true","false","","false","false","GROVE ST","false","CT","false","false","1","HARLEY PREFERRED","","","","","","","","","false","PUTNAM","CT","","","","","","","","","","","","",""
"325052","1","1","Vehicle in Operation","1","CHEV","2006","2006","MALIBU L","BLK","W","Westbound","false","18","Pedalcycle/Pedalcyclist","6","Turning Right","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","6","Turning Right","0","None","1G1ZT53846F184421","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","PUTNAM","CT","UnitedStates","06239","true","false","","false","false","GROVE ST.","false","CT","false","false","1","TRAVELERS","","","","","","","","","false","PUTNAM","CT","","","","","","","","","2018-08-21","","","",""
"325052","2","1","Vehicle in Operation","1","DOLCE","","","SPECIALIZED","WHI","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","false","false","","false","false","GROVE ST.","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"326440","1","1","Vehicle in Operation","1","BICYCLE","","","BICYCLE","Black","N","Northbound","false","22","Motor Vehicle In Motion","10","Entering Traffic Lane","0","None","","","25","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","2","Minor Damage","","","10","Entering Traffic Lane","0","None","","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Main St.","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"326440","2","1","Vehicle in Operation","1","SAAB","2004","2004","9-3 AERO","BLK","E","Eastbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","YS3FH46Y741023680","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Dayville","CT","","06241","","false","","false","false","Wescott Rd.","false","CT","false","false","1","GEICO","","","","","","","","","","","","","","","","","","","","2018-02-22","","","",""
"329026","1","99","Unknown","1","","","","","Red","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","45","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","13","Non-Collision","1","No Damage","99","Unknown","1","Straight Ahead","0","None","U129U01207","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Mansfield Cntr ","CT","","06250","","false","","false","false","RT 195","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"329026","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"329206","1","1","Vehicle in Operation","1","HOND","2013","2013","ACCORD T","GRY","N","Northbound","false","19","Other Non-motorist","1","Straight Ahead","0","None","88","Not Applicable","40","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCR3F90DA037674","1","No Control Device","88","Not Applicable","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Avon","CT","","06001","","","","false","false","buckley highway","false","CT","false","false","1","LIBERTY MUTUAL","","","","","","","","","","","","","","","","","","","","2018-04-28","","","",""
"329965","1","1","Vehicle in Operation","1","CHEV","2017","2017","SONIC","WHI","N","Northbound","false","18","Pedalcycle/Pedalcyclist","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","7","Turning Left","0","None","1G1JG6SG0H4155416","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Roanoke","VA","","","","false","","false","false","Spellman Rd","false","CT","false","false","1","ACE AMERICAN INS CO","","","","","","","","","","","","","","","","","","","","2018-06-01","","","",""
"329965","2","1","Vehicle in Operation","1","Jamis ","","","XENITH","Black","S","Southbound","false","18","Pedalcycle/Pedalcyclist","11","Slowing","0","None","0","None","25","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","99","Unknown","99","Unknown","","","11","Slowing","0","None","WY9G01524","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Spellman RD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338457","1","1","Vehicle in Operation","1","Unknown","","","Unknown","Blue","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","0","None","1","","","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","99","Unknown","99","Unknown","","","1","Straight Ahead","0","None","","6","Stop Sign","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","UNION STREET","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338457","2","1","Vehicle in Operation","1","Honda","1998","1998","Accord","Gray","W","Westbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCG5647WA132810","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Willimantic","CT","UnitedStates","06226","","false","","false","false","UNION STREET","false","TN","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"340012","1","1","Vehicle in Operation","1","Nissan","2008","2008","Altima 2.5/2.5 S","Gray","N","Northbound","false","26","Other Non-Fixed Object","1","Straight Ahead","0","None","88","Not Applicable","15","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","9","Sector 9 (West) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","1N4AL21E28C268811","1","No Control Device","88","Not Applicable","26","Other Non-Fixed Object","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Colchester","CT","","06415","","false","None","false","false","Old Amston Rd","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"340265","1","1","Vehicle in Operation","3","Jeep","1990","1990","Wrangler","Red      ","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2J4FY29T5LJ520919   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Andover        ","CT","","06232","","false","Troop K","false","false","Wall Street","false","CT","false","false","1","Formost Ins","","","","","","","","","","","","","","","","","","","","2017-07-01","","","",""
"340381","1","1","Vehicle in Operation","1","Honda","2013","2013","Accord Sport","Gray","S","Southbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","7","Turning Left","0","None","1HGCR2F53DA274523","6","Stop Sign","2","Yes","19","Other Non-motorist","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bristol","CT","","06010","","false","","false","false","RT195","false","CT","false","false","1","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","2017-10-25","","","",""
"340787","2","1","Vehicle in Operation","1","Kia","2013","2013","Optima E","Whi      ","N","Northbound","false","18","Pedalcycle/Pedalcyclist","97","Other","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","97","Other","0","None","5XXGN4A76DG105133   ","6","Stop Sign","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Willimantic","CT","UnitedStates","06226","","false","GATES","false","false","OAK STREET","false","CT","false","false","1","Geico General Ins. Co. ","","","","","","","","","","","","","","","","","","","","","","","",""
"340787","1","1","Vehicle in Operation","1","","","","","Black","E","Eastbound","false","12","Downhill Runaway","10","Entering Traffic Lane","1","Brakes","4","Steering","25","","","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","10","Entering Traffic Lane","1","Brakes","N/A","6","Stop Sign","2","Yes","18","Pedalcycle/Pedalcyclist","12","Downhill Runaway","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","SUMMIT STREET","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"341852","2","1","Vehicle in Operation","1","Mountain Bike","","","26in","Black","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","35","","","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Rt 195","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"341852","1","1","Vehicle in Operation","1","Toyota","2017","2017","Camry Le/xle/se/xse","Gray","N","Northbound","false","18","Pedalcycle/Pedalcyclist","10","Entering Traffic Lane","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","10","Entering Traffic Lane","0","None","4T1BF1FK9HU411497","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Tolland","CT","","06084","","false","","false","false","Rt 195","false","CT","false","false","1","STATE FARM","","","","","","","","","","","","","","","","","","","","2017-10-06","","","",""
"345803","1","1","Vehicle in Operation","1","","","","","GRAY","W","Westbound","false","17","Pedestrian","2","Negotiating a Curve","99","Unknown","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","2","Curve Left","1","Level","13","Non-Collision","99","Unknown","1","Passenger Car","2","Negotiating a Curve","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","","","false","false","Westford Rd","false","CT","false","false","1","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"348430","2","1","Vehicle in Operation","1","Trek","","","Lexa SLX","Black","E","Eastbound","false","22","Motor Vehicle In Motion","5","Overtaking/Passing","0","None","88","Not Applicable","25","","","1","Two-Way, Not Divided","1","1","Straight","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","","","5","Overtaking/Passing","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Hunt Road","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"348430","1","1","Vehicle in Operation","1","Buick","2008","2008","Lacrosse Cxl","Tan","E","Eastbound","false","18","Pedalcycle/Pedalcyclist","6","Turning Right","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","1","1","Straight","4","Downhill","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","6","Turning Right","0","None","2G4WD582881190997","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hebron","CT","","06248","","","","false","","Hunt Road","","CT","","","1","Covenant Insurance Company","","","","","","","","","","","","","","","","","","","","2018-03-02","","","",""
"355523","1","99","Unknown","1","","","","","","W","Westbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","45","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","99","Unknown","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown","99","Unknown","","","","","","","","true","","false","false","Rt. 6","false","","false","false","99","","","","","","","","","","","","","","","","","","","","","","","","",""
"360254","2","1","Vehicle in Operation","1","Schwinn","","","SOLARA","Black","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","45","","","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Crystal Lake Road ","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"360254","1","1","Vehicle in Operation","1","Olds","2000","2000","Alero Gl","Whi      ","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","99","Unknown","88","Not Applicable","45","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","1G3NL52EXYC308385   ","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Stafford Spring","CT","","","","true","","false","false","Crystal Lake Road","false","CT","false","false","1","BROOKS TOOD & MCNEIL","","","","","","","","","","","","","","","","","","","","2018-03-23","","","",""
"360255","1","1","Vehicle in Operation","1","CHEV","2014","2014","Cruze","WHITE","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1G1PC5SBXE7486437","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Milford","CT","","06460","","","","false","","Tuckie Road","","NC","","","1","PROGRESSIVE","","","","","","","","","","","","","","","","","","","","2018-01-01","","","",""
"361644","1","2","Parked Vehicle","0","Ford","2004","2004","F250 Super Duty","Gray","S","Southbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","1","3","Not Towed","88","Not Applicable","","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","3","Functional Damage","5","Pick Up","12","Parked","0","None","1FTNX21L14ED44578","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","North Grosvenor","CT","","06255","","false","","false","false","Driveway of 30 Main St","true","CT","false","false","1","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","2017-11-30","","","",""
"361644","4","1","Vehicle in Operation","1","Nissan","2002","2002","Altima/S/SL","Gray","S","Southbound","false","22","Motor Vehicle In Motion","15","Wrong way (or Wrong Side)","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","15","Wrong way (or Wrong Side)","0","None","1N4AL11DX2C716138","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","9","Ran Off Roadway Left","23","Parked Vehicle","88","Not Applicable","1","No Special Function","88","Not applicable","","","N Grosvenordale","CT","","06255","","true","J and H Auto","false","false","Reardon Road","false","CT","false","false","1","LM-General Insurance Company","","","","","","","","","","","","","","","","","","","","2017-12-01","","","",""
"361644","3","2","Parked Vehicle","1","Saab","2005","2005","9-3 Linear","Red","S","Southbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","1","1","Towed Due to Disabling Damage","88","Not Applicable","","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","12","Parked","0","None","YS3FB49S351046643","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Dayville","CT","","06241","","false","J and H Auto","false","false","Driveway of 30 Main St","true","CT","false","false","1","Esurance Insurance Company","","","","","","","","","","","","","","","","","","","","2017-11-16","","","",""
"361644","2","2","Parked Vehicle","0","Ford","2002","2002","F250 Super Duty","Red","S","Southbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","1","","","88","Not Applicable","","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","3","Functional Damage","5","Pick Up","12","Parked","0","None","1FTNX21LX2EA10188","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","N Grosvenordale","CT","","06255","","false","","false","false","Driveway of 30 Main St","true","CT","false","false","1","PARKED UNINSURED","","","","","","","","","","","","","","","","","","","","","","","",""
"368916","1","1","Vehicle in Operation","1","Toyota","2015","2015","Tacoma Access Cab/tr","Red","S","Southbound","false","17","Pedestrian","2","Negotiating a Curve","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","3","Curve Right","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","2","Negotiating a Curve","0","None","5TFUU4ENXFX113861","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwich","CT","","06360","","","","false","false","RT 32","false","CT","false","false","1","Metropolitan Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
