https://www.ctcrash.uconn.edu/QueryTool2.action?qid=166508
"CrashId","VehicleId","PersonId","Age","Gender","Gender Text Format","State","Postal Code","Person Type","Person Type Text Format","Injury Status","Injury Status Text Format","Condition at Time of Crash","Condition at Time of Crash Text Format","Condition at Time of Crash2","Condition at Time of Crash2 Text Format","Action Taken by Officer","Action Taken by Officer Text Format","Alcohol Test Status","Alcohol Test Status Text Format","Type Of Alcohol Test","Type Of Alcohol Test Text Format","Drug Test Status","Drug Test Status Text Format","Type Of Drig Test","Type Of Drig Test Text Format","Ejection Status","Ejection Status Text Format","Restraint System","Restraint System Text Format","Helmet Use","Helmet Use Text Format","Air Bag Status","Air Bag Status Text Format","Speeding Related","Speeding Related Text Format","Driver Actions 1","Driver Actions 1 Text Format","Driver Actions 2","Driver Actions 2 Text Format","Driver Actions 3","Driver Actions 3 Text Format","Driver Actions 4","Driver Actions 4 Text Format","Driver Distracted By","Driver Distracted By Text Format","Roadway On Which Nonmotorist Was Traveling/Located","Direction nonmotorist was traveling","Direction Unknown","Striking Motor Vehicle ID","Bicycle ID","Non-Motorist Not In Roadway","Actions or Circumstances Prior to Crash","Actions or Circumstances Prior to Crash Text Format","To or From School","To or From School Text Format","Actions or Circumstances At Time Of Crash","Actions or Circumstances At Time Of Crash Text Format","Actions or Circumstances At Time Of Crash2","Actions or Circumstances At Time Of Crash2 Text Format","Location At Time Of Crash","Location At Time Of Crash Text Format","Safety Equipment","Safety Equipment Text Format","Safety Equipment2","Safety Equipment2 Text Format","Non-motorist Distracted By","Non-motorist Distracted By Text Format","Seating Position","Seating Position Text Format","Seating Position for Bus","City","Country","Driver License Jurisdiction","Driver License Jurisdiction Text Format","Drivers License Issued By","Drivers License Class","Commercial License Class","Commercial License Class Text Format","Transported to First Medical Facility By","Transported to First Medical Facility By Text Format","Name of the EMS agency","Name of the Intended Receiving Facility"
"264556","","2","19","1","Male","CT","06234","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Rt 6","N","false","1","2","false","1","Crossing Roadway","1","No","1","No Improper Action","","","1","Intersection-Marked Crosswalk","0","None","","","1","Not Distracted","","","","Brooklyn","","1","Not Licensed","","","","","3","EMS Ground","KB Ambulance","Day Kimball Hospital"
"267673","1","1","66","2","Female","FL","34219","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Parrish","","2","State","FL","4","1","No","1","Not Transported","",""
"267673","","3","52","1","Male","CT","06281","5","Bicyclist","B","Suspected Minor Injury (B)","3","Emotional (depressed, angry, disturbed, etc.)","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","S","false","1","2","false","6","In Roadway - Other","1","No","10","Improper Turn/Merge","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","Woodstock      ","","88","Not applicable","CT","","","","3","EMS Ground","Woodstock Fire","Day Kimball"
"267673","1","2","68","1","Male","NY","10901","2","Passenger","O","No Apparent Injury (O)","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","13","First Row, Right Seat","","Suffern","","2","State","NY","","","","1","Not Transported","",""
"267703","","2","30","1","Male","ME","04217","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Rt 197","W","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","","","6","Bicycle Lane","1","Helmet","","","1","Not Distracted","","","","Bethel","","","","ME","","","","3","EMS Ground","Woodstock EMS","Day-Kimball Hospital"
"267703","1","1","29","2","Female","CT","06281","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Woodstock","","2","State","CT","4","1","No","1","Not Transported","",""
"267747","","2","72","1","Male","CT","06268","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Storrs Road","N","false","1","2","false","6","In Roadway - Other","1","No","1","No Improper Action","","","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","Storrs","","","","CT","","","","3","EMS Ground","Windham EMS","Windham Hospital"
"267747","1","1","25","1","Male","CT","06250","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","99","Unknown","12","Followed Too Closely","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Mansfield","","2","State","CT","4","1","No","1","Not Transported","",""
"274229","","3","33","2","Female","CT","06351","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","E. Main St.","N","false","1","3","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","0","None","1","Not Distracted","","","","GRISWOLD","","","","CT","","","","3","EMS Ground","American Ambulance","Backus Hospital"
"274229","1","1","52","1","Male","CT","06374","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Plainfield","","2","State","CT","4","1","No","1","Not Transported","",""
"274229","1","2","55","2","Female","CT","06374","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","13","First Row, Right Seat","","Plainfield","","","","CT","","","","1","Not Transported","",""
"288803","","3","59","1","Male","MA","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chicopee","","","","MA","","","","","","",""
"288803","1","1","36","1","Male","CT","06280","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","5","Ran Stop Sign","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Windham","","2","State","CT","4","1","No","1","Not Transported","",""
"288803","","2","33","1","Male","CT","06226","3","Pedestrian","B","Suspected Minor Injury (B)","99","Unknown","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Plains Rd","W","false","1","","false","1","Crossing Roadway","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","88","Not Applicable","2","Intersection-Unmarked Crosswalk","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Willimantic","","2","State","CT","","","","3","EMS Ground","Willimantic","WINDHAM"
"295406","1","1","26","2","Female","CT","06029","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","0","None Used-Motor Vehicle Occupant","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","","","","","","","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","ELLINGTON","Unknown","2","State","CT","0","","","1","Not Transported","",""
"295406","","2","23","1","Male","CT","06238","5","Bicyclist","C","Possible Injury (C)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Talcotthill Rd.","W","false","1","2","false","97","Other","1","No","3","Failure to Yield Right-Of-Way","","","2","Intersection-Unmarked Crosswalk","99","Unknown","0","None","1","Not Distracted","","","","Coventry","","","","","","","","1","Not Transported","",""
"296830","","6","","2","Female","","","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","","","1","Verbal Warning","99","Unknown if Tested","88","Not Applicable","99","Unknown if Tested","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","","","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","","","88","Not applicable","","","","","3","EMS Ground","",""
"296830","","3","55","1","Male","CT","06260","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PUTNAM","","","","CT","","","","","","",""
"296830","","5","36","2","Female","CT","06260","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PUTNAM","","","","","","","","","","",""
"296830","","2","57","1","Male","CT","06260","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PUTNAM","","","","CT","","","","","","",""
"296830","1","1","69","2","Female","CT","06260","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","PUTNAM","UnitedStates","2","State","CT","4","1","No","3","EMS Ground","Putnam EMS","Day Kimball Hospital"
"296830","","4","22","2","Female","CT","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N GROSVENORDALE","","","","","","","","","","",""
"325052","1","1","29","1","Male","CT","06239","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","","","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","8","Improper Turn","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","PUTNAM","UnitedStates","2","State","CT","4","1","No","1","Not Transported","",""
"325052","","2","44","2","Female","CT","06281","5","Bicyclist","B","Suspected Minor Injury (B)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","GROVE ST.","W","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","88","Not Applicable","3","Intersection – Other","1","Helmet","88","Not Applicable","1","Not Distracted","","","","WOODSTOCK","UnitedStates","2","State","CT","4","1","No","3","EMS Ground","PUTNAM EMS","Day Kimball Hospital"
"326440","","2","48","1","Male","CT","06239","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Main St.","N","false","2","1","false","5","Walking/Cycling on Sidewalk","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","","","1","Intersection-Marked Crosswalk","0","None","","","99","Unknown if Distracted","","","","DANIELSON","","","","CT","","","","1","Not Transported","",""
"326440","","3","51","2","Female","CT","06071","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Somers","","","","CT","","","","","","",""
"326440","2","1","17","1","Male","CT","06241","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Dayville","","2","State","CT","4","1","No","1","Not Transported","",""
"329026","","3","","1","Male","CT","06250","5","Bicyclist","A","Suspected Serious Injury (A)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Storrs Road","","","","2","","4","Walking/Cycling along Roadway Against Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","","","6","Bicycle Lane","97","Other","","","1","Not Distracted","","","","Mansfield Center","","2","State","CT","","","","2","EMS Air","UNKNOWN","HARTFORD HOSPITAL"
"329026","1","1","19","1","Male","CT","06250","1","Driver","A","Suspected Serious Injury (A)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","88","Not Applicable","88","Not Applicable","88","Not applicable","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Mansfield Cntr ","","2","State","CT","4","1","No","2","EMS Air","Life Star","Hartford Hospital"
"329206","1","1","42","1","Male","CT","06001","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","3","Lap Belt Only Used","88","Not Applicable","1","Not Deployed","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Avon","","2","State","CT","4","1","No","1","Not Transported","",""
"329206","","2","42","2","Female","CT","06076","4","Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Buckley Highway","N","false","1","","false","7","Adjacent to Roadway (e.g., Shoulder, Median)","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","","","7","Shoulder/Roadside","0","None","","","7","Other, Outside Vehicle","","","","UNION","","2","State","","","","","3","EMS Ground","Union","HARRINGTON"
"329965","","2","65","1","Male","CT","06076","6","Other Cyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","true","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","88","Not Applicable","7","Shoulder/Roadside","1","Helmet","88","Not Applicable","1","Not Distracted","","","","Stafford Sprngs","","2","State","CT","","","","3","EMS Ground","Stafford","JMH"
"329965","1","1","85","1","Male","CT","06076","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","2","Written Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","8","Improper Turn","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Stafford Sprngs","","2","State","CT","4","1","No","1","Not Transported","",""
"338457","","2","13","1","Male","CT","06226","5","Bicyclist","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","UNION STREET","S","false","2","1","false","6","In Roadway - Other","99","Unknown","4","Failure to Obey Traffic Signs, Signals, or Officer","","","3","Intersection – Other","0","None","","","1","Not Distracted","","","","Willimantic","UnitedStates","","","CT","","","","3","EMS Ground","Willimantic Fire/Rescue","WINDHAM HOSPITAL"
"338457","","3","11","1","Male","CT","06226","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Willimantic","UnitedStates","","","CT","","","","","","",""
"338457","2","1","29","2","Female","CT","06226","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Willimantic","UnitedStates","7","International License (other than Mexico, Canada)","GA","4","1","No","1","Not Transported","",""
"340012","","2","16","1","Male","CT","06415","3","Pedestrian","B","Suspected Minor Injury (B)","3","Emotional (depressed, angry, disturbed, etc.)","88","Not Applicable","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Old Amston Rd","N","false","1","","false","6","In Roadway - Other","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","Colchester","UnitedStates","2","State","","","","","3","EMS Ground","Colchester Hayward FD","BACKUS HOSPITAL"
"340012","1","1","17","2","Female","CT","06415","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","8","Outside the Vehicle (includes unspecified external distractions)","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Colchester","","2","State","CT","4","1","No","1","Not Transported","",""
"340265","","4","41","1","Male","CT","06226","3","Pedestrian","B","Suspected Minor Injury (B)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Wall Street","N","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Willimantic","","2","State","CT","","","","2","EMS Air","Life Star","HARTFORD HOSPITAL"
"340265","1","3","23","1","Male","CT","06232","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","88","Not applicable","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","22","Second Row, Middle Seat","","Andover","","","","CT","","","","1","Not Transported","",""
"340265","1","1","23","1","Male","CT","06232","1","Driver","O","No Apparent Injury (O)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","4","Arrest/Summons","3","Test Given","1","Blood","3","Test Given","1","Blood","1","Not Ejected","0","None Used-Motor Vehicle Occupant","88","Not Applicable","1","Not Deployed","1","No","97","Other Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Andover        ","","2","State","CT","4","1","No","1","Not Transported","",""
"340265","1","2","23","1","Male","CT","06042","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","13","First Row, Right Seat","","Manchester","","","","CT","","","","1","Not Transported","",""
"340381","","3","21","2","Female","CT","06002","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bloomfield","","","","CT","","","","","","",""
"340381","","2","22","2","Female","CT","06770","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","RT195","S","false","1","","false","1","Crossing Roadway","1","No","11","Improper Passing","88","Not Applicable","2","Intersection-Unmarked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","Naugatuck","","2","State","CT","","","","3","EMS Ground","UConn","WINDHAM"
"340381","1","1","21","1","Male","CT","06010","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Bristol","","2","State","CT","3","1","No","1","Not Transported","",""
"340787","","2","14","1","Male","","","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","SUMMIT STREET","E","false","1","1","false","1","Crossing Roadway","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","88","Not Applicable","3","Intersection – Other","0","None","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","3","EMS Ground","WMTC. FD","WINDHAM"
"340787","2","1","44","1","Male","CT","06226","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Willimantic","UnitedStates","2","State","CT","4","1","No","1","Not Transported","",""
"341852","1","1","49","1","Male","CT","06084","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Tolland","","2","State","CT","4","1","No","1","Not Transported","",""
"341852","","2","25","1","Male","CT","","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Rt 195","S","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","88","Not Applicable","10","Driveway Access","0","None","88","Not Applicable","1","Not Distracted","","","","TOLLAND","","2","State","CT","","","","3","EMS Ground","Tolland FD","ST FRANCIS"
"345803","1","1","","99","Unknown","","","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","99","Unknown","13","Failed to Keep in Proper Lane","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","99","Unknown","CT","99","1","No","1","Not Transported","",""
"345803","","2","13","1","Male","TN","06242","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Westford Road","W","false","1","","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","2","Yes","1","No Improper Action","88","Not Applicable","7","Shoulder/Roadside","0","None","88","Not Applicable","1","Not Distracted","","","","EASTFORD","","1","Not Licensed","","","","","1","Not Transported","",""
"348430","","2","69","2","Female","CT","06237","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","3","Test Given","97","Other","3","Test Given","97","Other","","","","","","","","","","","","","","","","","","","","","Hunt Road","E","false","2","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","11","Improper Passing","88","Not Applicable","7","Shoulder/Roadside","1","Helmet","3","Reflective Clothing","1","Not Distracted","","","","Columbia","","2","State","CT","","","","3","EMS Ground","Columbia","WINDHAM HOSP"
"348430","1","1","54","1","Male","CT","06248","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","97","Other Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Hebron","","2","State","CT","4","1","No","1","Not Transported","",""
"355523","1","2","","99","Unknown","","","1","Driver","O","No Apparent Injury (O)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","99","Unknown","99","Unknown","99","Unknown","99","Unknown","99","Unknown","99","Unknown","","","","","","","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","99","Unknown","","","","99","Unknown","","99","99","Unknown","99","Unknown","",""
