https://www.ctcrash.uconn.edu/QueryTool2.action?qid=166508
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","Urban Area","Urban Area Text Format","No. of Through Lanes (Reverse Dir.)","No. of Through Lanes (Log Dir.)","Highway Type (FHWA)","Highway Type (FHWA) Text Format","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"259978","1","Complete","259978","259978","41.80169400","-71.88322100","2502843","Killingly","69","69","Killingly","2016-09-13","2016","9","September","13","3","Tuesday","16:56:00","16","1600512358","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.12","39","COTTAGE ST NO 1","Cottage St.","FURNACE ST NO 1","","","","","41.80169400","-71.88322100","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1371","2016-09-19 21:21:48.0","C","Closed","2016-09-19 21:29:42.0","","S","WORCESTER","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"264556","1","Complete","264556","264556","41.80195800","-71.88739000","2507421","Killingly","69","69","Killingly","2017-02-17","2017","2","February","17","6","Friday","18:42:00","18","1700091249","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","2","USRoute","110.91","6","006","Rt 6","MAPLE ST(WB)","","","","","41.80195800","-71.88739000","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0964    ","2017-02-21 01:22:06.0","C","Closed","2017-02-21 01:31:49.0","","S","WORCESTER","2","2","4","3-4 LANES DIVIDED (WIDTH 36'-71')","19300","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"267673","1","Complete","267673","267673","41.96721600","-71.98706400","2510537","Woodstock","169","169","Woodstock","2016-10-15","2016","10","October","15","7","Saturday","11:40:00","11","1600571705","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","33.89","169","169","Route 169","DIVIDEND RD(E-1)","","0.10000000149011612","Feet","","41.96721600","-71.98706400","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0389","2016-10-29 18:19:59.0","C","Closed","2016-10-29 18:27:08.0","","X","Unknown","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","2700","5","MAJOR COLLECTOR - NEW HPMS","1","Rural"
"267703","1","Complete","267703","267703","42.01746800","-71.96144600","2510567","Woodstock","169","169","Woodstock","2016-11-07","2016","11","November","7","2","Monday","10:14:00","10","1600614827","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","9.87","197","197","RT 197 ","","CONVERSE RD","3305.0","Feet","E","42.01746800","-71.96144600","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","97","Other","88","Not Applicable","88","Not Applicable","3","Intersection-Related","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0369","2016-11-18 12:43:14.0","C","Closed","2016-11-18 13:30:09.0","","X","Unknown","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","1800","5","MAJOR COLLECTOR - NEW HPMS","1","Rural"
"267747","1","Complete","267747","267747","41.73179100","-72.20033700","2510611","Mansfield","78","78","Mansfield","2016-12-15","2016","12","December","15","5","Thursday","15:59:00","15","1600686482","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","1.23","195","195","Storrs Road","","SR 633(SO FRONTAGE RD)","500.0","Feet","N","41.73179100","-72.20033700","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0994","2016-12-19 16:57:29.0","C","Closed","2016-12-19 17:07:29.0","","Q","WILLIMANTIC","1","2","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","14300","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"274229","1","Complete","274229","274229","41.60686800","-71.98112700","2517093","Griswold","58","58","Griswold","2017-03-03","2017","3","March","3","6","Friday","15:52:00","15","1700118928","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","21.03","12","012","Main St","","ASHLAND ST","50.0","Feet","N","41.60686800","-71.98112700","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1001","2017-03-05 14:35:44.0","C","Closed","2017-03-05 14:44:08.0","","V","JEWETT CITY","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","11000","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"288803","1","Complete","288803","288803","41.70287500","-72.19176000","2531657","Windham","163","163","Windham","2017-04-30","2017","4","April","30","1","Sunday","17:53:00","17","1700230010","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","1","4","Local","1.92","162","PLAINS RD","Plains Rd","RT 32-WINDHAM RD","","","","","41.70287500","-72.19176000","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0305","2017-05-01 15:56:38.0","C","Closed","2017-05-01 15:59:34.0","","Q","WILLIMANTIC","","2","","","1700","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"295406","1","Complete","295406","295406","41.77746100","-72.35220800","2538255","Coventry","32","32","Coventry","2017-05-19","2017","5","May","19","6","Friday","15:26:00","15","17-2302","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.99","95","TALCOTT HILL RD","Talcott Hill Rd ","SEAGRAVES RD","","","","","41.77746100","-72.35220800","14","Motor Vehicle in Operation","97","Other","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0003200","Coventry PD","0033","2017-05-22 16:51:28.0","C","Closed","2017-05-22 11:55:35.0","","Q","WILLIMANTIC","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"296830","1","Complete","296830","296830","41.91248600","-71.90627200","2539679","Putnam","116","116","Putnam","2017-05-09","2017","5","May","9","3","Tuesday","20:22:00","20","17-4755-AC","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","4","3","State","45.31","12","012","GROVE ST","","WILKINSON ST","30.0","Feet","S","41.91248600","-71.90627200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","99","Unknown","99","Unknown","99","Unknown","99","Unknown","false","1","Public Road","1","Trafficway, On Road","CT0011600","Putnam PD","11","2017-05-18 16:36:00.0","C","Closed","2017-05-18 16:37:11.0","17-4755","S","WORCESTER","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","4300","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"325052","1","Complete","325052","325052","41.90904100","-71.89508000","2567899","Putnam","116","116","Putnam","2017-07-15","2017","7","July","15","7","Saturday","09:47:00","9","17-6942-AC","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","44.68","12","012","GROVE ST","EDMOND ST(DE)","","","","","41.90904100","-71.89508000","14","Motor Vehicle in Operation","3","Angle","1","On Roadway","2","Cloudy","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","99","Unknown","99","Unknown","99","Unknown","99","Unknown","true","1","Public Road","1","Trafficway, On Road","CT0011600","Putnam PD","13","2017-07-18 00:00:00.0","C","Closed","2017-07-18 00:01:22.0","17-6942","S","WORCESTER","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","4300","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"326440","1","Complete","326440","326440","41.80943300","-71.87892800","2569287","Killingly","69","69","Killingly","2017-08-17","2017","8","August","17","5","Thursday","18:34:00","18","1700434954","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","1","3","State","0.00","607","607","Main St.","HUTCHINS ST(DE)","","","","","41.80943300","-71.87892800","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1371","2017-08-22 20:33:45.0","C","Closed","2017-08-22 20:35:32.0","","S","WORCESTER","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","5900","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"329026","1","Complete","329026","329026","41.78343812","-72.21799731","2571873","Mansfield","78","78","Mansfield","2017-07-06","2017","7","July","6","5","Thursday","18:14:00","18","1700356521","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","3","State","5.17","195","195","Storrs Rd","","LEDGEWOOD DR(CDS)","2.0","TenthsofMile","S","41.78343812","-72.21799731","8","Other Non-Collision","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1059    ","2017-08-29 13:42:16.0","O","Open","2017-08-29 13:45:18.0","","X","Unknown","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","13100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","1","Rural"
"329206","1","Complete","329206","329206","41.97611800","-72.18170100","2572053","Union","145","145","Union","2017-08-24","2017","8","August","24","5","Thursday","20:08:00","20","1700448381","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","26.34","190","190","Buckley Hwy","","BARROWS RD","522.0","Feet","W","41.97611800","-72.18170100","11","Other Non-motorist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0749    ","2017-08-29 21:47:20.0","C","Closed","2017-08-29 21:48:36.0","","X","Unknown","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","2400","5","MAJOR COLLECTOR - NEW HPMS","1","Rural"
"329965","1","Complete","329965","329965","41.97647800","-72.32447900","2572812","Stafford","134","134","Stafford","2017-07-17","2017","7","July","17","2","Monday","10:48:00","10","1700375346","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.52","125","SPELLMAN RD","Spellman Rd","RT 319-ORCUTTVILLE RD","","","","","41.97647800","-72.32447900","10","Pedalcycle/Pedalcyclist","88","Not Applicable","2","Shoulder","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","CC82","2017-08-03 10:40:32.0","C","Closed","2017-08-03 10:41:10.0","","X","Unknown","","2","","","","7","LOCAL - NEW HPMS","1","Rural"
"338457","1","Complete","338457","338457","41.71107200","-72.20639500","2581299","Windham","163","163","Windham","2017-09-22","2017","9","September","22","6","Friday","07:05:00","7","1700017771","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","1","4","Local","0.00","126","MILK ST","MILK ST","UNION ST","","","","","41.71107200","-72.20639500","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0016300","Willimantic PD","317","2017-09-24 08:27:15.0","C","Closed","2017-09-24 08:28:39.0","","Q","WILLIMANTIC","","2","","","1600","7","LOCAL - NEW HPMS","2","Urban"
"340012","1","Complete","340012","340012","41.59173483","-72.33818065","2582854","Colchester","28","28","Colchester","2017-09-09","2017","9","September","9","7","Saturday","18:04:00","18","1700479271","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.02","77","OLD AMSTON RD","Old Amston Rd","","RT 85-AMSTON RD","100.0","Feet","N","41.59173483","-72.33818065","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","1","Trafficway, On Road","CTCSP0000","State Police","KC88    ","2017-09-28 11:48:56.0","C","Closed","2017-09-28 11:59:06.0","","L","COLCHESTER","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"340265","1","Complete","340265","340265","41.66314600","-72.36337600","2583107","Hebron","67","67","Hebron","2017-09-24","2017","9","September","24","1","Sunday","01:54:00","1","1700505671","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","0.30","316","316","WALL ST","","RTE 66(MAIN ST)","3.0","TenthsofMile","N","41.66314600","-72.36337600","18","Other Non-Fixed Object","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0902    ","2017-09-29 03:46:42.0","O","Open","2017-09-29 03:53:40.0","","X","Unknown","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","2200","5","MAJOR COLLECTOR - NEW HPMS","1","Rural"
"340381","1","Complete","340381","340381","41.80474800","-72.24405200","2583223","Mansfield","78","78","Mansfield","2017-09-05","2017","9","September","5","3","Tuesday","16:51:00","16","1700471315","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","1","3","State","7.40","195","195","Storrs Rd","DOG LA","","","","","41.80474800","-72.24405200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0639","2017-09-29 11:24:23.0","C","Closed","2017-09-29 11:25:52.0","","D","HARTFORD","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","13200","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"340787","1","Complete","340787","340787","41.71686800","-72.20734000","2583629","Windham","163","163","Windham","2017-09-25","2017","9","September","25","2","Monday","17:57:00","17","1700018022","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.21","135","OAK ST","OAK ST","SUMMIT ST","","","","","41.71686800","-72.20734000","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0016300","Willimantic PD","312","2017-10-01 21:03:44.0","C","Closed","2017-10-01 21:59:25.0","","Q","WILLIMANTIC","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"341852","1","Complete","341852","341852","41.86597800","-72.36350400","2584694","Tolland","142","142","Tolland","2017-09-22","2017","9","September","22","6","Friday","15:36:00","15","1700502959","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","15.42","195","195","Merrow Rd","","CIDER MILL CONNECTOR","780.0","Feet","S","41.86597800","-72.36350400","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","9","Driveway Access-Related","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0820","2017-10-04 01:39:40.0","C","Closed","2017-10-04 01:46:35.0","","D","HARTFORD","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","10900","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"345803","1","Complete","345803","345803","41.90718900","-72.11312400","2588642","Eastford","39","39","Eastford","2017-09-28","2017","9","September","28","5","Thursday","17:15:00","17","1700514262","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","1.96","35","WESTFORD RD","WESTFORD RD","","ASHFORD RD","577.0","Feet","E","41.90718900","-72.11312400","9","Pedestrian","88","Not Applicable","4","Roadside","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1210","2017-10-15 11:24:31.0","C","Closed","2017-10-15 11:28:37.0","","X","Unknown","","2","","","150","7","LOCAL - NEW HPMS","1","Rural"
"348430","1","Complete","348430","348430","41.67663600","-72.31825700","2591269","Columbia","30","30","Columbia","2017-10-10","2017","10","October","10","3","Tuesday","16:59:00","16","1700535817","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.44","17","HUNT RD","Hunt Rd","","FOX RUN","3.0","TenthsofMile","E","41.67663600","-72.31825700","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0971","2017-10-14 20:11:04.0","C","Closed","2017-10-14 20:21:17.0","","X","Unknown","","2","","","","7","LOCAL - NEW HPMS","1","Rural"
"355523","1","Complete","355523","355523","41.78997100","-71.86930500","2598355","Killingly","69","69","Killingly","2017-08-09","2017","8","August","9","4","Wednesday","22:08:00","22","1700419720","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","2","USRoute","112.25","6","006","Providence Pike","","SSR 435(SOUTH FRONTAGE RD)","122.0","Feet","W","41.78997100","-71.86930500","9","Pedestrian","88","Not Applicable","2","Shoulder","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1439","2017-11-15 20:30:52.0","C","Closed","2017-11-15 20:36:30.0","","S","WORCESTER","0","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","7000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"360254","1","Complete","360254","360254","41.91353600","-72.39099500","2603085","Tolland","142","142","Tolland","2017-08-27","2017","8","August","27","1","Sunday","14:37:00","14","1700453259","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","16.60","30","030","Crystal Lake Rd","","WEBBER RD","3500.0","Feet","N","41.91353600","-72.39099500","10","Pedalcycle/Pedalcyclist","88","Not Applicable","2","Shoulder","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1091","2017-11-30 17:30:23.0","O","Open","2017-11-30 17:32:14.0","","D","HARTFORD","1","1","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","5600","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"360255","1","Complete","360255","360255","41.71320400","-72.16920100","2603086","Windham","163","163","Windham","2017-11-09","2017","11","November","9","5","Thursday","19:37:00","19","1700590898","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.23","206","TUCKIE RD","Tuckie Rd","","BRICK TOP LA","2.0","TenthsofMile","S","41.71320400","-72.16920100","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1374","2017-11-30 17:40:19.0","C","Closed","2017-11-30 17:42:30.0","","Q","WILLIMANTIC","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"361644","1","Complete","361644","361644","41.97984200","-71.90235300","2604473","Thompson","141","141","Thompson","2017-11-17","2017","11","November","17","6","Friday","05:49:00","5","1700604126","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","4","1","0","4","Local","0.02","123","REARDON RD","Reardon Road","","MAIN ST","96.0","Feet","S","41.97984200","-71.90235300","15","Parked Motor Vehicle","1","Front to rear","4","Roadside","2","Cloudy","88","Not Applicable","5","Dark-Not Lighted","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","8","Driveway Access","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","2","Trafficway, Not on Road","CTCSP0000","State Police","1397","2017-12-05 21:00:31.0","C","Closed","2017-12-05 21:02:45.0","1700604107","S","WORCESTER","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
