https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165957
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"113052","1","1","Vehicle in Operation","1","Ford","1995","1995","Taurus","Green","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1FALP52U4SA258238","1","No Control Device","88","Not Applicable","26","Other Non-Fixed Object","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","East Haven Police Headquarters","false","false","Hemingway Avenue","false","CT","false","false","1","PEERLESS ","","","","","","","","","","","","","","","","","","","","","","","",""
"115624","1","1","Vehicle in Operation","1","Chevrolet","2002","2002","Silverad","Red","S","Southbound","","17","Pedestrian","7","Turning Left","97","Other","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","1","No Damage","5","Pick Up","7","Turning Left","97","Other","2GCEK19V721401363","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","","","","","true","false","","false","false","Maple Street","false","CT","false","false","1","Geico Insurance","","","","","","","","","","","","","","","","","","","","2016-07-31","","","",""
"121365","2","3","Working Vehicle/Equipment","1","","0","Older than 2003","","","S","Southbound","false","22","Motor Vehicle In Motion","97","Other","0","None","88","Not Applicable","25","","","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","","","97","Other","0","None","","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","false","false","","false","true","Whalley Ave","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121365","1","1","Vehicle in Operation","1","Honda","2014","2014","Cr-v Lx","Black","W","Westbound","","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","2HKRM4H34EH696311","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","UnitedStates","06705","false","false","","false","true","Whalley Ave","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2016-06-11","","","",""
"121376","1","1","Vehicle in Operation","1","Acura","0","Older than 2003","3.2 Tl-s","Silver Or Aluminum","W","Westbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","5","1","Straight","5","Sag (bottom)","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","19UUA56962AO35867","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","Nhpd Garage","false","false","Foxon Blvd","false","CT","false","false","88","No Insurance Info","","","","","","","","","","","","","","","","","","","","","","","",""
"132539","1","1","Vehicle in Operation","1","Chev","2011","2011","Impala L","Blu      ","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","2G1WB5EK5B1174335   ","10","Marked Uncontrolled Crosswalk","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden","CT","","06514","","false","1 Collis St / Degennaro Auto","false","false","Campbell Ave","false","CT","false","false","1","GEICO","","","","","","","","","","","","","","","","","","","","2016-03-29","","","",""
"134763","1","1","Vehicle in Operation","1","Dodge","2006","2006","Ram 2500","Black","N","Northbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","1","Straight Ahead","0","None","3D7KS28D86G132245","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Ellsworth Avenue","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2016-04-19","","","",""
"136234","1","1","Vehicle in Operation","3","Toyota","1997","1997","Corolla","Green","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","2T1BB02E7VC207090","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","New Haven","CT","UnitedStates","","true","false","","false","false","Dixwell Av","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2016-08-16","","","",""
"136244","1","1","Vehicle in Operation","1","Honda","2009","2009","Civic Lx","Gray","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","2HGFA15529H500673","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Haven","CT","UnitedStates","06515","true","false","Megills","false","false","Whalley Avenue","false","CT","false","false","88","Geico","","","","","","","","","","","","","","","","","","","","2016-04-06","","","",""
"138465","1","1","Vehicle in Operation","2","Ford","2015","2015","Escape","Blue","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1FMCU0F71FUC53153","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Atlanta","GA","UnitedStates","30348","false","false","","false","false","Ashmun Street","false","CT","false","false","1","Ameriprise Auto Insurance","","","","","","","","","","","","","","","","","","","","2016-05-20","","","",""
"138909","1","1","Vehicle in Operation","1","Saturn","1997","1997","Sl1","Dark Green","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1G8ZG5282VZ280827","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Haven","CT","UnitedStates","06511","true","true","Nhpd Garage","false","false","Sherman Ave","false","CT","false","false","1","Foremost","","","","","","","","","","","","","","","","","","","","2016-06-19","","","",""
"139158","1","1","Vehicle in Operation","1","Hyundai","2014","2014","Santa Fe","Black","S","Southbound","","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","99","Unknown","1","No Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","5XYZWDLA6EG131324","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Orange St","false","CT","false","false","1","Travelers","","","","","","","","","","","","","","","","","","","","2017-03-17","","","",""
"143221","1","1","Vehicle in Operation","1","UNKNOWN","0","Older than 2003","UNKNOWN","Red","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","DIXWELL","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"144058","2","1","Vehicle in Operation","1","Honda","2011","2011","Odyssey","Black","E","Eastbound","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","5","One-Way Trafficway","3","1","Straight","3","Hillcrest","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5FNRL5H64BB101017","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","4","Vehicle Used as Other Bus","88","Not applicable","","","Hamden","CT","UnitedStates","06514","false","false","","false","false","So Frontage Road","false","CT","false","false","2","National Indemnity Co","","","","","","","","","","","","","","","","","","","","2016-12-30","","","",""
"144058","1","1","Vehicle in Operation","1","Nissan","2013","2013","Sentra S","Blue","E","Eastbound","","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","5","One-Way Trafficway","3","1","Straight","3","Hillcrest","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","7","Turning Left","0","None","3N1AB7AP8DL770641","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Monroe","CT","UnitedStates","","false","false","","false","false","So Frontage Road","false","CT","false","false","88","Allstate","","","","","","","","","","","","","","","","","","","","2016-07-15","","","",""
"145412","1","1","Vehicle in Operation","3","FORD","2002","2002","F250","Green","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","40","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","1","Straight Ahead","99","Unknown","1FTNW21S62EA72486","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Guilford","CT","","06437","","false","n/a","false","false","Saltonstall Parkway","false","CT","false","false","1","NGM ","","","","","","","","","","","","","","","","","","","","2015-07-02","","","",""
"145426","1","1","Vehicle in Operation","1","Jeep","0","Older than 2003","","Gray","W","Westbound","false","17","Pedestrian","99","Unknown","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","99","Unknown","2","(Sport) Utility Vehicle","99","Unknown","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Short Beach ","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"148384","1","1","Vehicle in Operation","1","","0","Older than 2003","","","W","Westbound","","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Haven","CT","UnitedStates","06513","false","true","","false","false","Whalley Ave","false","","false","false","1","No Insurance Info","","","","","","","","","","","","","","","","","","","","","","","",""
"148445","1","1","Vehicle in Operation","1","Chevrolet","2005","2005","Equinox","Black","S","Southbound","","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","2CNDL23F056180501","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Blatchley Ave","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2016-03-30","","","",""
"150141","1","1","Vehicle in Operation","1","Jeep","0","Older than 2003","Compass","Blue","S","Southbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","","3","Not Towed","5","One-Way Trafficway","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1C4NJDBB0GD517807","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","1","No Special Function","99","Unknown","","","West Haven","CT","UnitedStates","06516","false","false","","false","false","Temple St","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2016-05-15","","","",""
"150141","2","1","Vehicle in Operation","1","JAMIS","0","Older than 2003","","","E","Eastbound","false","18","Pedalcycle/Pedalcyclist","97","Other","0","None","88","Not Applicable","","","","5","One-Way Trafficway","1","1","Straight","1","Level","99","Unknown","99","Unknown","","","97","Other","0","None","","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","false","false","","false","true","Temple St","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158175","1","1","Vehicle in Operation","1","General Motors Corp","2004","2004","Yukon De","Red","W","Westbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1GKFK66U64J316797","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Foxon Blvd","false","CT","false","false","88","No Insurance Info","","","","","","","","","","","","","","","","","","","","","","","",""
"162127","1","1","Vehicle in Operation","1","Hyundai","2011","2011","Sonata","White","E","Eastbound","","18","Pedalcycle/Pedalcyclist","13","Stopped in Traffic","0","None","88","Not Applicable","25","3","Not Towed","5","One-Way Trafficway","2","1","Straight","1","Level","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","0","None","5NPEC4AC3BH166953","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Haven","CT","UnitedStates","06513","false","false","","false","false","George St","false","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","2016-09-04","","","",""
"162127","2","1","Vehicle in Operation","1","","","","","","E","Eastbound","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","35","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","","","1","Straight Ahead","0","None","","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","George Street ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164351","1","1","Vehicle in Operation","1","Toyota","2016","2016","Corolla","Silver Or Aluminum","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","","1","Towed Due to Disabling Damage","5","One-Way Trafficway","4","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","2T1BURHE0GC630330","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Haven","CT","UnitedStates","06516","false","false","Fountain's Garage","false","false","North Frontage Rd","false","CT","false","false","1","The Hanover American Insurance Co.","","","","","","","","","","","","","","","","","","","","2017-02-15","","","",""
"165010","1","1","Vehicle in Operation","1","Ford","2000","2000","Focus","Red","S","Southbound","","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","","3","Not Towed","5","One-Way Trafficway","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","7","Turning Left","0","None","1FAFP3434YW328516","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Temple St","false","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","2016-06-06","","","",""
"166457","1","1","Vehicle in Operation","2","Sterling","2008","2008","Sterling","Red","W","Westbound","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","1","No Damage","17","Other Light Trucks (10,000 lbs (4,536 kg) or less)","1","Straight Ahead","0","None","3F6WJ66A18G350061","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","10","Incident Response Services Vehicles","88","Not applicable","","","Milford","CT","UnitedStates","06460","false","false","","false","false","Bouchet Lane","false","CT","false","false","1","Youzoom Insurance Services, Inc","","","","","","","","","","","","","","","","","","","","2016-11-20","","","",""
"166457","2","1","Vehicle in Operation","0","Nissan","2013","2013","Altima","Black","","","true","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","1N4AL2EP5DC169485","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","Lombard Motors","false","false","Bouchet Lane","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"167330","1","1","Vehicle in Operation","1","","0","Older than 2003","","","S","Southbound","","19","Other Non-motorist","1","Straight Ahead","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","UNKNOWN","1","No Control Device","88","Not Applicable","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","New Haven","CT","UnitedStates","06519","false","true","","false","false","Kossuth St","false","","false","false","1","Unknwon","","","","","","","","","","","","","","","","","","","","","","","",""
"168079","2","1","Vehicle in Operation","1","GIANT","0","Older than 2003","","","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","0","None","","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","false","false","","false","true","Chapel Street","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"168079","1","1","Vehicle in Operation","1","Hyundai","2015","2015","Sonata S","Gray","E","Eastbound","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","5NPE24AF6FH212892","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","New Haven","CT","UnitedStates","06512","false","false","","false","true","Chapel Street","false","CT","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","2016-08-30","","","",""
"168844","2","1","Vehicle in Operation","1","GRANITE PEAK","0","Older than 2003","","","E","Eastbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","false","false","","false","false","Chapel Street","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"168844","1","1","Vehicle in Operation","2","Nissan","2010","2010","Pathfinder","Black","N","Northbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5N1AR1NB1AC607112","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","York Service Center","false","false","State Street","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2016-07-22","","","",""
"170382","1","1","Vehicle in Operation","3","Ford","2006","2006","Econolin","White","W","Westbound","false","17","Pedestrian","1","Straight Ahead","97","Other","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","97","Other","1","Straight Ahead","97","Other","1FTNE24W96DA73340","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Orange","CT","UnitedStates","06477","","false","West Haven Police Impound (200 Saw Mill Road)","false","false","Perry Merrill Drive","false","CT","false","false","1","Travellers","","","","","","","","","","","","","","","","","","","","2017-06-16","","","",""
"173212","1","99","Unknown","1","unknown","0","Older than 2003","unknown","","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","88","Not Applicable","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","99","Unknown","1","Straight Ahead","88","Not Applicable","UNKNOWN","1","No Control Device","88","Not Applicable","17","Pedestrian","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","","N/A","false","","Boston Post Road","","CT","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"173846","1","1","Vehicle in Operation","2","","0","Older than 2003","","","N","Northbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","UnitedStates","","false","true","","false","false","James St","false","","false","false","1","Unknown","","","","","","","","","","","","","","","","","","","","","","","",""
"174171","1","1","Vehicle in Operation","1","","0","Older than 2003","Dirt Bike","Red","S","Southbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","","3","Not Towed","88","Not Applicable","","1","Straight","1","Level","99","Unknown","99","Unknown","11","Motorcycle","1","Straight Ahead","0","None","UNK","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","UnitedStates","","false","true","","false","false","","true","","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
