https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165957
"CrashId","VehicleId","PersonId","Age","Gender","Gender Text Format","State","Postal Code","Person Type","Person Type Text Format","Injury Status","Injury Status Text Format","Condition at Time of Crash","Condition at Time of Crash Text Format","Condition at Time of Crash2","Condition at Time of Crash2 Text Format","Action Taken by Officer","Action Taken by Officer Text Format","Alcohol Test Status","Alcohol Test Status Text Format","Type Of Alcohol Test","Type Of Alcohol Test Text Format","Drug Test Status","Drug Test Status Text Format","Type Of Drig Test","Type Of Drig Test Text Format","Ejection Status","Ejection Status Text Format","Restraint System","Restraint System Text Format","Helmet Use","Helmet Use Text Format","Air Bag Status","Air Bag Status Text Format","Speeding Related","Speeding Related Text Format","Driver Actions 1","Driver Actions 1 Text Format","Driver Actions 2","Driver Actions 2 Text Format","Driver Actions 3","Driver Actions 3 Text Format","Driver Actions 4","Driver Actions 4 Text Format","Driver Distracted By","Driver Distracted By Text Format","Roadway On Which Nonmotorist Was Traveling/Located","Direction nonmotorist was traveling","Direction Unknown","Striking Motor Vehicle ID","Bicycle ID","Non-Motorist Not In Roadway","Actions or Circumstances Prior to Crash","Actions or Circumstances Prior to Crash Text Format","To or From School","To or From School Text Format","Actions or Circumstances At Time Of Crash","Actions or Circumstances At Time Of Crash Text Format","Actions or Circumstances At Time Of Crash2","Actions or Circumstances At Time Of Crash2 Text Format","Location At Time Of Crash","Location At Time Of Crash Text Format","Safety Equipment","Safety Equipment Text Format","Safety Equipment2","Safety Equipment2 Text Format","Non-motorist Distracted By","Non-motorist Distracted By Text Format","Seating Position","Seating Position Text Format","Seating Position for Bus","City","Country","Driver License Jurisdiction","Driver License Jurisdiction Text Format","Drivers License Issued By","Drivers License Class","Commercial License Class","Commercial License Class Text Format","Transported to First Medical Facility By","Transported to First Medical Facility By Text Format","Name of the EMS agency","Name of the Intended Receiving Facility"
"270793","","2","28","1","Male","CT","06516","3","Pedestrian","A","Suspected Serious Injury (A)","97","Other","97","Other","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","SHELTON AVE","N","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","5","In Roadway Improperly (Standing, Lying, Working, Playing)","97","Other","0","None","88","Not Applicable","99","Unknown if Distracted","","","","West Haven","UnitedStates","2","State","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"275056","","2","20","2","Female","CT","06511","3","Pedestrian","A","Suspected Serious Injury (A)","4","Ill (sick), Fainted","97","Other","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","COLLEGE ST","E","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","7","Other, Outside Vehicle","","","","New Haven","UnitedStates","88","Not applicable","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"277471","","3","15","1","Male","CT","06519","5","Bicyclist","A","Suspected Serious Injury (A)","2","Physically Impaired","","","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","WHALLEY AVE","E","false","2","2","false","99","Unknown","99","Unknown","12","Wrong-Way Riding or Walking","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"279123","","4","55","1","Male","CT","06511","5","Bicyclist","K","Fatal Injury (K)","97","Other","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASSO BLVD","S","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","2","State","CT","","","","1","Not Transported","",""
"283614","","1","17","1","Male","CT","06513","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","1","Apparently Normal","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","HUMPHREY ST","W","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","88","Not Applicable","2","Intersection-Unmarked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","99","Unknown","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"284167","","4","61","1","Male","CT","","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","NORTH FRONTAGE RD","W","false","1","","false","1","Crossing Roadway","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","0","None","1","Not Distracted","","","","East Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"285054","","1","25","1","Male","CT","06511","3","Pedestrian","A","Suspected Serious Injury (A)","99","Unknown","99","Unknown","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","WHALLEY AVE","N","false","1","","false","1","Crossing Roadway","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","97","Other","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","1","Not Licensed","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"286443","","2","39","1","Male","FL","","3","Pedestrian","A","Suspected Serious Injury (A)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","false","1","","true","5","Walking/Cycling on Sidewalk","1","No","1","No Improper Action","88","Not Applicable","8","Sidewalk","0","None","88","Not Applicable","1","Not Distracted","","","","Ocala","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"287778","","2","43","1","Male","CT","","3","Pedestrian","A","Suspected Serious Injury (A)","2","Physically Impaired","2","Physically Impaired","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","WHALLEY AVENUE","S","false","1","","false","1","Crossing Roadway","99","Unknown","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","0","None","99","Unknown if Distracted","","","","West Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"288734","","2","59","2","Female","CT","06512","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","FOXON RD","","","1","","","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","EAST HAVEN","","88","Not applicable","CT","","","","3","EMS Ground","AMR","YALE NH HOSP"
"288873","","2","54","2","Female","CT","","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASSO BLVD","","false","1","","false","97","Other","1","No","1","No Improper Action","88","Not Applicable","97","Other","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"289506","","2","18","1","Male","CT","06519","5","Bicyclist","A","Suspected Serious Injury (A)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELM ST","E","false","1","2","false","1","Crossing Roadway","1","No","12","Wrong-Way Riding or Walking","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","99","Unknown","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"289506","1","1","31","1","Male","CT","06511","1","Driver","A","Suspected Serious Injury (A)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","3","Ejected, Totally","88","Not Applicable","1","No Helmet","88","Not applicable","99","Unknown","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left�Seat","","New Haven","UnitedStates","2","State","CT","5","1","No","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"292131","","2","11","1","Male","CT","06513","5","Bicyclist","A","Suspected Serious Injury (A)","2","Physically Impaired","2","Physically Impaired","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","CHAPEL ST","W","false","1","2","false","5","Walking/Cycling on Sidewalk","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","4","Failure to Obey Traffic Signs, Signals, or Officer","3","Intersection � Other","0","None","0","None","99","Unknown if Distracted","","","","New  Haven","UnitedStates","88","Not applicable","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"292131","","3","16","1","Male","CT","","5","Bicyclist","A","Suspected Serious Injury (A)","1","Apparently Normal","1","Apparently Normal","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","CHAPEL ST","W","false","1","3","false","97","Other","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","88","Not Applicable","3","Intersection � Other","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","88","Not applicable","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"293726","","2","27","2","Female","","3040","3","Pedestrian","A","Suspected Serious Injury (A)","97","Other","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","PARK STREET","S","false","1","","false","1","Crossing Roadway","1","No","97","Other","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","0","None","99","Unknown if Distracted","","","","Abbotsford","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"298846","","2","9","1","Male","CT","06513","3","Pedestrian","A","Suspected Serious Injury (A)","2","Physically Impaired","2","Physically Impaired","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","CLAY STREET","E","false","1","","false","1","Crossing Roadway","1","No","97","Other","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"303188","","4","30","1","Male","CT","06511","3","Pedestrian","A","Suspected Serious Injury (A)","2","Physically Impaired","6","Under the Influence of Medications/Drugs/Alcohol","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","DIXWELL AVE","S","","1","","false","6","In Roadway - Other","1","No","2","Dart/Dash","3","Failure to Yield Right-Of-Way","9","Median/Crossing Island","0","None","0","None","99","Unknown if Distracted","","","","New Haven","UnitedStates","2","State","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"304568","","2","45","1","Male","CT","06517","5","Bicyclist","A","Suspected Serious Injury (A)","1","Apparently Normal","1","Apparently Normal","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","STATE STREET","","true","1","2","false","6","In Roadway - Other","1","No","1","No Improper Action","88","Not Applicable","6","Bicycle Lane","1","Helmet","88","Not Applicable","1","Not Distracted","","","","Hamden","UnitedStates","2","State","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"305229","","3","47","2","Female","CT","06512","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Coe Avenue","N","false","1","","false","99","Unknown","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","97","Other","5","Travel Lane-Other Location","0","None","0","None","99","Unknown if Distracted","","","","East Haven","","2","State","CT","","","","97","Other","American Medical Response","New Haven Hospital"
"309954","","2","47","1","Male","CT","06511","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","NEWHALL ST","S","","1","","false","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"309996","","2","61","1","Male","CT","06511","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","1","Apparently Normal","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","NORTON ST","S","","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","1","Not Licensed","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"315741","","2","25","1","Male","CT","06515","5","Bicyclist","A","Suspected Serious Injury (A)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","WHALLEY AVE","W","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","88","Not Applicable","5","Travel Lane-Other Location","1","Helmet","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","88","Not applicable","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"319696","","2","22","1","Male","CT","06512","3","Pedestrian","A","Suspected Serious Injury (A)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Maplevale Court","E","false","1","","false","6","In Roadway - Other","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","","","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","East Haven     ","","","","CT","","","","3","EMS Ground","",""
"338176","","2","70","1","Male","CT","06516","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Fairfax Street","","true","1","","false","99","Unknown","1","No","99","Unknown","88","Not Applicable","99","Unknown","0","None","88","Not Applicable","99","Unknown if Distracted","","","","West Haven","UnitedStates","","","","","","","3","EMS Ground","","New Haven Hospital"
"344302","","5","32","2","Female","CT","06405","3","Pedestrian","A","Suspected Serious Injury (A)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Hemingway Avenue","E","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","","","4","Midblock-Marked Crosswalk","0","None","","","99","Unknown if Distracted","","","","Branford","","","","CT","","","","3","EMS Ground","AMR","Yale New Haven Hospital"
"354723","","2","23","2","Female","CT","06354","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Boston Post Rd","W","false","1","","false","6","In Roadway - Other","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","3","Reflective Clothing","88","Not Applicable","1","Not Distracted","","","","Moosup","","88","Not applicable","CT","","","","3","EMS Ground","AMR","New Haven Hospital"
"364824","","2","55","1","Male","CT","06516","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","RT 1","N","","","","","7","Adjacent to Roadway (e.g., Shoulder, Median)","1","No","99","Unknown","","","7","Shoulder/Roadside","0","None","","","99","Unknown if Distracted","","","","WEST HAVEN","","88","Not applicable","","","","","1","Not Transported","",""
"375710","","2","21","1","Male","CT","06515","5","Bicyclist","A","Suspected Serious Injury (A)","99","Unknown","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","MARGINAL TO CROSSING DERBY AVENUE","N","false","1","2","false","1","Crossing Roadway","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","88","Not Applicable","2","Intersection-Unmarked Crosswalk","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","","88","Not applicable","CT","","","","3","EMS Ground","AMR","Yale New Haven"
"376454","","2","33","1","Male","CT","06514","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","BENHAM STREET","N","false","1","","false","8","Working in Trafficway for Incident Response","1","No","1","No Improper Action","","","7","Shoulder/Roadside","0","None","","","1","Not Distracted","","","","Hamden","","","","CT","","","","3","EMS Ground","AMR","New Haven Hospital"
"383500","","2","11","2","Female","CT","","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","2","Physically Impaired","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","GRAND AVE","N","false","1","","false","2","Waiting to Cross Roadway","1","No","3","Failure to Yield Right-Of-Way","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","East Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"383536","","6","7","2","Female","CT","","3","Pedestrian","A","Suspected Serious Injury (A)","2","Physically Impaired","","","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","DIXWELL AVENUE","S","false","1","","false","1","Crossing Roadway","99","Unknown","2","Dart/Dash","88","Not Applicable","3","Intersection � Other","88","Not Applicable","0","None","99","Unknown if Distracted","","","","New Haven","UnitedStates","88","Not applicable","","","","","97","Other","NEW HAVEN FIRE","YALE-NH HOSP"
"383706","","2","35","2","Female","NY","11216","5","Bicyclist","A","Suspected Serious Injury (A)","1","Apparently Normal","1","Apparently Normal","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","SPRINGSIDE ST","N","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","Brooklyn","UnitedStates","2","State","NY","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"384016","","2","52","2","Female","CT","06511","3","Pedestrian","A","Suspected Serious Injury (A)","5","Asleep or Fatigued","5","Asleep or Fatigued","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","N","false","1","","true","97","Other","1","No","1","No Improper Action","88","Not Applicable","97","Other","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","1","Not Licensed","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"384033","","4","32","1","Male","CT","06511","3","Pedestrian","A","Suspected Serious Injury (A)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","CHAPEL ST","W","false","1","","false","2","Waiting to Cross Roadway","1","No","99","Unknown","88","Not Applicable","8","Sidewalk","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"384127","","2","29","1","Male","CT","","5","Bicyclist","A","Suspected Serious Injury (A)","2","Physically Impaired","2","Physically Impaired","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","YORK ST","S","false","1","2","false","4","Walking/Cycling along Roadway Against Traffic (In or Adjacent to Travel Lane)","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","12","Wrong-Way Riding or Walking","3","Intersection � Other","0","None","88","Not Applicable","99","Unknown if Distracted","","","","West Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"384264","","1","56","1","Male","CT","06519","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","","","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","FOXON BLVD","E","false","1","","false","99","Unknown","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"384610","","2","38","2","Female","CT","06517","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASSO BLVD","","true","1","","false","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","88","Not Applicable","99","Unknown if Distracted","","","","Hamden","UnitedStates","2","State","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"384709","","3","38","1","Male","CT","06513","4","Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)","A","Suspected Serious Injury (A)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ANN STREET","W","false","1","","false","6","In Roadway - Other","1","No","1","No Improper Action","88","Not Applicable","7","Shoulder/Roadside","97","Other","88","Not Applicable","7","Other, Outside Vehicle","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"384709","","4","47","1","Male","CT","06519","4","Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)","A","Suspected Serious Injury (A)","1","Apparently Normal","1","Apparently Normal","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ANN STREET","W","false","1","","false","6","In Roadway - Other","1","No","1","No Improper Action","88","Not Applicable","7","Shoulder/Roadside","97","Other","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"385045","","5","30","1","Male","CT","06519","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","HAMILTON ST","S","false","1","","false","8","Working in Trafficway for Incident Response","1","No","1","No Improper Action","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"385156","","2","64","1","Male","CT","06511","5","Bicyclist","A","Suspected Serious Injury (A)","2","Physically Impaired","4","Ill (sick), Fainted","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","LOMBARD ST","E","false","1","2","false","97","Other","99","Unknown","97","Other","88","Not Applicable","7","Shoulder/Roadside","1","Helmet","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","2","State","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"385270","","2","30","1","Male","CT","06511","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","1","Apparently Normal","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASS BLVD","N","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","1","No Improper Action","1","Intersection-Marked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"385555","","1","29","1","Male","CT","06519","5","Bicyclist","A","Suspected Serious Injury (A)","1","Apparently Normal","1","Apparently Normal","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","N","false","2","1","true","5","Walking/Cycling on Sidewalk","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","2","Dart/Dash","8","Sidewalk","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","1","Not Licensed","CT","","","","3","EMS Ground","AMER MED RESPONSE","ST RAPHAELS-YNHH"
"385976","","2","37","1","Male","CT","","5","Bicyclist","A","Suspected Serious Injury (A)","3","Emotional (depressed, angry, disturbed, etc.)","1","Apparently Normal","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","WHALLEY AVE","W","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","99","Unknown","88","Not Applicable","7","Shoulder/Roadside","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"386075","","2","38","1","Male","CT","06515","3","Pedestrian","A","Suspected Serious Injury (A)","1","Apparently Normal","","","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","DIXWELL AVE","","true","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","7","Shoulder/Roadside","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","1","Not Licensed","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"386163","","2","29","2","Female","CT","","3","Pedestrian","A","Suspected Serious Injury (A)","97","Other","","","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","DIXWELL AVE","E","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","2","Intersection-Unmarked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
