https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165576
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","Urban Area","Urban Area Text Format","No. of Through Lanes (Reverse Dir.)","No. of Through Lanes (Log Dir.)","Highway Type (FHWA)","Highway Type (FHWA) Text Format","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"252502","1","Complete","252502","252502","41.30490100","-72.93422300","917010","New Haven","93","93","New Haven","2017-01-17","2017","1","January","17","3","Tuesday","15:12:00","15","17002812","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","3","State","23.17","34","034","S FRONTAGE RD","YORK ST(ONE-WAY NB)","","","","","41.30490100","-72.93422300","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","1","Daylight","2","Wet","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","2","Trafficway, Not on Road","CT0009300","New Haven PD","88","2017-01-18 01:57:16.0","O","Open","2017-01-18 04:00:28.0","","G","NEW HAVEN","0","3","9","one-way traffic","15000","8","Unknown","3","Unknown"
"254441","1","Complete","254441","254441","41.55092600","-73.05760200","916117","Waterbury","151","151","Waterbury","2016-05-28","2016","5","May","28","7","Saturday","02:03:00","2","1600297122","K","Fatal (Kill)","K","Fatal Injury (K)","2","1","0","3","State","30.40","8","008","Exit 33 Rt 8 S ","","SB-ACC TO WB I-84(TR 807) : Exit 33","2.0","TenthsofMile","S","41.55092600","-73.05760200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","97","Other","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","4","Entrance / Exit Ramp","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1251","2017-01-25 03:48:13.0","C","Closed","2017-01-25 03:54:11.0","","K","WATERBURY","2","2","4","3-4 LANES DIVIDED (WIDTH 36'-71')","24900","2","PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS","2","Urban"
"263334","1","Complete","263334","263334","41.27773925","-72.59670327","917030","Madison","76","76","Madison","2017-01-12","2017","1","January","12","5","Thursday","14:43:00","14","1700000335","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","3","4","Local","99076.00","","","Stop and Shop Parking Lot","","Samson Rock Road","2.0","TenthsofMile","S","41.27773925","-72.59670327","9","Pedestrian","88","Not Applicable","99","Unknown","2","Cloudy","88","Not Applicable","1","Daylight","1","Dry","2","Visual Obstruction(s)","88","Not Applicable","88","Not Applicable","97","Other","88","Not Applicable","88","Not Applicable","17","Other Location Not Listed Above Within an Interchange Area (median, shoulder and roadside)","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","88","Not Applicable","4","Parking Lot","CT0007600","Madison PD","710","2017-02-16 16:36:05.0","O","Open","2017-02-16 17:32:23.0","","","","","","","","","","","",""
"269199","1","Complete","269199","269199","41.26512300","-72.95230600","917026","West Haven","156","156","West Haven","2017-02-05","2017","2","February","5","1","Sunday","07:33:00","7","1700007505","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","4","Local","99156.00","33","BASSETT ST","11 BASSETT ST - PKG LOT","","","","","","41.26512300","-72.95230600","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0015600","West Haven PD","181","2017-03-02 10:55:35.0","C","Closed","2017-03-02 11:32:46.0","","","","","","","","","","","",""
"279123","1","Complete","279123","279123","41.30170300","-72.95091100","917060","New Haven","93","93","New Haven","2017-04-02","2017","4","April","2","1","Sunday","12:45:00","12","17016575","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","3","State","1.60","10","010","800 ELLA T GRASSO BLVD","","US 1(ORANGE AVE)","1626.0","Feet","N","41.30170300","-72.95091100","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","362","2017-04-02 18:12:28.0","C","Closed","2017-04-03 04:02:04.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","21500","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"284668","1","Complete","284668","284668","41.45663800","-72.82483200","917073","Wallingford","148","148","Wallingford","2017-04-17","2017","4","April","17","2","Monday","06:34:00","6","2017-00007147","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","4","Local","0.08","284","QUINNIPIAC ST","QUINNIPIAC ST ","","SOUTH CHERRY ST","230.0","Feet","E","41.45663800","-72.82483200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","3","Glare","88","Not Applicable","","","0","None","88","Not Applicable","","","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0014800","Wallingford PD","197","2017-04-19 15:13:29.0","C","Closed","2017-04-19 15:13:29.0","2017-________","G","NEW HAVEN","","2","","","7800","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"288405","1","Complete","288405","288405","41.54953000","-73.02209000","916297","Waterbury","151","151","Waterbury","2016-12-16","2016","12","December","16","6","Friday","20:15:00","20","1600101197","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","4","Local","1.12","303","EAST MAIN ST","E MAIN ST","","ORCHARD ST","317.0","Feet","W","41.54953000","-73.02209000","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0015100","Waterbury PD","721","2017-04-30 19:28:15.0","O","Open","2017-04-30 19:41:18.0","","K","WATERBURY","","2","","","10800","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"288734","1","Complete","288734","288734","41.32074100","-72.86569700","916283","East Haven","44","44","East Haven","2016-12-03","2016","12","December","3","7","Saturday","20:39:00","20","1600036649","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","0.89","80","080","FOXON RD","","MICHAEL ST","100.0","Feet","W","41.32074100","-72.86569700","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","","","4","Dark-Lighted","1","Dry","0","None","","","","","0","None","","","","","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","1","Public Road","1","Trafficway, On Road","CT0004400","East Haven PD","0655 ","2017-01-12 14:35:00.0","O","Open","2017-01-12 14:23:00.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","25800","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"292012","1","Complete","292012","292012","41.57036200","-73.03386200","917014","Waterbury","151","151","Waterbury","2017-01-24","2017","1","January","24","3","Tuesday","19:11:00","19","1700007149","K","Fatal (Kill)","K","Fatal Injury (K)","2","1","0","4","Local","0.80","499","HILL ST","290 Hill St","","LANNEN ST","35.0","Feet","S","41.57036200","-73.03386200","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","5","Dark-Not Lighted","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015100","Waterbury PD","708","2017-05-11 11:47:37.0","O","Open","2017-05-11 12:04:16.0","","K","WATERBURY","","2","","","4300","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"305229","1","Complete","305229","305229","41.26419800","-72.87293900","917004","East Haven","44","44","East Haven","2017-01-05","2017","1","January","5","5","Thursday","19:09:00","19","1700000456","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","4.72","337","337","441 Coe Avenue","","PRONTO DR(PVT)","210.0","Feet","W","41.26419800","-72.87293900","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0004400","East Haven PD","0160","2017-01-23 08:48:32.0","O","Open","2017-06-19 13:29:46.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","12700","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"308371","1","Complete","308371","308371","41.52863000","-72.76938300","916001","Meriden","80","80","Meriden","2016-01-01","2016","1","January","1","6","Friday","06:24:00","6","1600000366","K","Fatal (Kill)","K","Fatal Injury (K)","2","1","3","3","State","65.13","15","015","RT 15 N/B","","NB-ACC TO NB I-91(TR 812) : Exit 68N","5.0","TenthsofMile","N","41.52863000","-72.76938300","9","Pedestrian","1","Front to rear","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","1262    ","2017-06-27 17:59:24.0","C","Closed","2017-06-27 18:09:14.0","","G","NEW HAVEN","2","2","4","3-4 LANES DIVIDED (WIDTH 36'-71')","28400","2","PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS","2","Urban"
"323551","1","Complete","323551","323551","41.57068000","-73.04106000","917053","Waterbury","151","151","Waterbury","2017-03-27","2017","3","March","27","2","Monday","19:38:00","19","1700026005","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","4","Local","0.90","226","COOKE ST","COOKE STREET","","KAYTONNE AV","50.0","Feet","S","41.57068000","-73.04106000","9","Pedestrian","88","Not Applicable","1","On Roadway","3","Fog, Smog, Smoke","88","Not Applicable","4","Dark-Lighted","2","Wet","1","Weather Conditions","0","None","0","None","5","Road Surface Condition (wet, icy, snow, slush, etc.)","13","Non-Highway Work","0","None","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015100","Waterbury PD","771","2017-08-11 21:45:33.0","C","Closed","2017-08-11 21:49:25.0","","K","WATERBURY","","2","","","8900","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"354723","1","Complete","354723","354723","41.28195400","-72.98217500","917175","West Haven","156","156","West Haven","2017-08-23","2017","8","August","23","4","Wednesday","20:55:00","20","1700054537","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","2","USRoute","44.54","1","001","BOSTON POST RD","","MELOY RD #1","300.0","Feet","N","41.28195400","-72.98217500","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","8","Work Zone (construction / maintenance / utility)","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","2","Yes","4","Activity Area","97","Other","2","Yes","99","Unknown","false","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","160","2017-11-13 11:29:31.0","O","Open","2017-11-13 11:38:19.0","","G","NEW HAVEN","2","3","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","18900","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"360746","1","Complete","360746","360746","41.57559700","-73.04192900","917092","Waterbury","151","151","Waterbury","2017-05-04","2017","5","May","4","5","Thursday","20:39:00","20","1700037771","K","Fatal (Kill)","K","Fatal Injury (K)","2","1","0","4","Local","1.25","226","COOKE ST","COOKE ST","","HAWLEY ST","85.0","Feet","S","41.57559700","-73.04192900","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","3","Dusk","1","Dry","2","Visual Obstruction(s)","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015100","Waterbury PD","531","2017-12-02 20:16:42.0","O","Open","2017-12-02 20:59:09.0","","K","WATERBURY","","2","","","6600","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"364297","1","Complete","364297","364297","41.49233500","-73.05084000","916303","Naugatuck","88","88","Naugatuck","2016-12-22","2016","12","December","22","5","Thursday","17:33:00","17","1600700233","K","Fatal (Kill)","K","Fatal Injury (K)","2","1","3","3","State","25.74","8","008","Route 8 ","NB ACC FR SR 709 & MAPLE ST(063)","","","","","41.49233500","-73.05084000","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0303","2017-12-10 12:03:14.0","C","Closed","2017-12-10 12:12:59.0","","K","WATERBURY","2","2","4","3-4 LANES DIVIDED (WIDTH 36'-71')","50300","2","PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS","2","Urban"
"364824","1","Complete","364824","364824","41.29004000","-72.96839500","916253","West Haven","156","156","West Haven","2016-10-30","2016","10","October","30","1","Sunday","02:07:00","2","1600059492","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","2","USRoute","45.45","1","001","Boston Post Rd","","BARBARA ST","50.0","Feet","S","41.29004000","-72.96839500","9","Pedestrian","88","Not Applicable","2","Shoulder","1","Clear","","","4","Dark-Lighted","1","Dry","0","None","","","","","0","None","","","","","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","160","2016-11-07 10:43:00.0","O","Open","2016-11-01 13:36:00.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","19500","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"380500","1","Complete","380500","380500","41.53268900","-72.79306400","917232","Meriden","80","80","Meriden","2017-11-02","2017","11","November","2","5","Thursday","19:28:00","19","17008435","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","2","USRoute","17.03","5","005","BROAD ST","","EAST MAIN ST #1","386.0","Feet","S","41.53268900","-72.79306400","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0008000","Meriden PD","427","2017-12-03 18:33:37.0","O","Open","2017-12-18 11:12:28.0","","","","","","","","","","","",""
"384610","1","Complete","384610","384610","41.29713900","-72.94866600","917204","New Haven","93","93","New Haven","2017-09-23","2017","9","September","23","7","Saturday","02:58:00","2","17053296","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","3","3","State","1.32","10","010","ELLA T GRASSO BLVD","","US 1(ORANGE AVE)","150.0","Feet","N","41.29713900","-72.94866600","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","50","2017-09-24 00:09:10.0","O","Open","2017-09-25 04:01:35.0","","G","NEW HAVEN","0","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","21500","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"388333","1","Complete","388333","388333","41.30346900","-72.90860200","918025","New Haven","93","93","New Haven","2018-02-02","2018","2","February","2","6","Friday","11:06:00","11","18004959","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","4","Local","0.83","","CHAPEL ST","CHAPEL ST","","EAST ST","500.0","Feet","E","41.30346900","-72.90860200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","354","2018-02-02 14:11:21.0","O","Open","2018-02-06 04:01:34.0","","","","","","","","","","","",""
"394611","1","Complete","394611","394611","41.58374400","-73.04232800","917262","Waterbury","151","151","Waterbury","2017-12-12","2017","12","December","12","3","Tuesday","06:24:00","6","1700112062","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","4","Local","1.83","226","COOKE ST","Cooke ST","","NOTTINGHAM TER","30.0","Feet","N","41.58374400","-73.04232800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015100","Waterbury PD","708","2018-02-27 16:16:40.0","O","Open","2018-02-27 16:19:04.0","","","","","","","","","","","",""
"413482","1","Complete","413482","413482","41.54787700","-73.03828100","917242","Waterbury","151","151","Waterbury","2017-11-21","2017","11","November","21","3","Tuesday","15:48:00","15","1700612250","K","Fatal (Kill)","K","Fatal Injury (K)","2","4","0","3","State","2.70","847","847","S Main ST","EAST LIBERTY ST","","","","","41.54787700","-73.03828100","14","Motor Vehicle in Operation","3","Angle","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0360    ","2018-05-09 12:09:52.0","C","Closed","2018-05-09 12:13:43.0","","K","WATERBURY","1","1","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","6800","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"421145","1","Complete","421145","421145","41.42243000","-72.82868000","2939629","North Haven","101","101","North Haven","2018-05-10","2018","5","May","10","5","Thursday","19:22:00","19","1800007814","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","4","Local","","","SCRUB OAK RD","119 Scrub Oak Road","","Scrub Oak Road","60.0","Feet","N","41.42243000","-72.82868000","9","Pedestrian","88","Not Applicable","99","Unknown","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","88","Not Applicable","3","Non-trafficway","CT0010100","North Haven PD","527","2018-05-31 12:53:21.0","O","Open","2018-05-31 13:34:59.0","","","","","","","","","","","",""
"435372","1","Complete","435372","435372","41.32090100","-72.87423900","918125","New Haven","93","93","New Haven","2018-06-02","2018","6","June","2","7","Saturday","01:15:00","1","18025487","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","0.43","80","80-E","80-E","","QUINNIPIAC AV","40.0","Feet","W","41.32090100","-72.87423900","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","65","2018-06-02 08:41:06.0","O","Open","2018-07-12 12:38:11.0","","G","NEW HAVEN","","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","37100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"438706","1","Complete","438706","438706","41.55816600","-73.04876700","917247","Waterbury","151","151","Waterbury","2017-11-26","2017","11","November","26","1","Sunday","16:15:00","16","1700106964","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","3","State","3.71","847","847","West Main St","","JUDD ST(ONE-WAY SB)","150.0","Feet","N","41.55816600","-73.04876700","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015100","Waterbury PD","693","2018-07-25 10:14:11.0","O","Open","2018-07-25 10:14:27.0","","","","","","","","","","","",""
"473556","1","Complete","473556","473556","41.27828000","-72.94112100","918236","West Haven","156","156","West Haven","2018-10-28","2018","10","October","28","1","Sunday","21:21:00","21","1800071695","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","3","4","Local","1.07","155","FIRST AV","FIRST AV","","CENTER ST","265.0","Feet","N","41.27828000","-72.94112100","33","Utility Pole/Light Support","88","Not Applicable","4","Roadside","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","164","2018-11-05 13:48:16.0","C","Closed","2018-11-05 14:03:47.0","","G","NEW HAVEN","","2","","","6300","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"473901","1","Complete","473901","473901","41.53935900","-73.06083700","918162","Waterbury","151","151","Waterbury","2018-08-02","2018","8","August","2","5","Thursday","07:39:00","7","1800072259","K","Fatal (Kill)","K","Fatal Injury (K)","2","1","0","4","Local","0.14","494","HIGHLAND DR NO 2","HIGHLAND DR NO 2","","Wesley St","780.0","Feet","E","41.53935900","-73.06083700","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","2","Dawn","1","Dry","3","Glare","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015100","Waterbury PD","531","2018-11-06 12:47:45.0","O","Open","2018-11-06 12:47:48.0","","K","WATERBURY","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"475598","1","Complete","475598","475598","41.46501400","-72.99774100","918242","Bethany","8","8","Bethany","2018-11-04","2018","11","November","4","1","Sunday","07:33:00","7","1800530390","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","10.95","63","63-N","63-N","","Edwards Road","1.0","TenthsofMile","N","41.46501400","-72.99774100","9","Pedestrian","88","Not Applicable","2","Shoulder","1","Clear","88","Not Applicable","99","Unknown","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0467","2018-11-10 01:23:50.0","O","Open","2018-11-10 01:31:45.0","","K","WATERBURY","","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","8700","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
