https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165576
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"380500","1","1","Vehicle in Operation","1","Ford","2016","2016","Edge Sel Awd","White","N","Northbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2FMPK4J81GBB55312","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Meriden","CT","UnitedStates","06450","false","false","Meriden Pd Impound","false","false","Broad St","false","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","","","","",""
"384610","1","1","Vehicle in Operation","1","","","","","","","","true","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","99","Unknown","99","Unknown","99","Unknown","99","Unknown","99","Unknown","","3","Traffic Control Signal","2","Yes","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown","99","Unknown","","","New Haven","CT","UnitedStates","","false","true","","false","false","Ella T Grasso Blvd","false","","","","99","","","","","","","","","","","","","","","","","","","","","","","","",""
"388333","1","1","Vehicle in Operation","1","Peterbuilt","2016","2016","","White","E","Eastbound","","19","Other Non-motorist","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","20","1","Straight","1","Level","15","Undercarriage","1","No Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","0","None","1NPXGGGG10D306535","1","No Control Device","88","Not Applicable","19","Other Non-motorist","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Chapel St","false","CT","false","false","1","Progressive","","unknown","unknown","99","","","","","","","","","","","","","","","","2018-11-30","","","",""
"394611","1","1","Vehicle in Operation","1","Toyota","2017","2017","Rav4","Maroon","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","2T3BFREV4HW607543","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","WATERBURY","CT","","06704","true","false","","false","false","Cooke St","false","CT","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","2018-03-30","","","",""
"413482","2","1","Vehicle in Operation","1","Toyota","1999","1999","Corolla","Gray","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","2T1BR12E9XC114110","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","","06706","","false","State Police - Troop A","false","false","East Liberty Street","false","CT","false","false","1","Amica Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"413482","1","1","Vehicle in Operation","1","Acura","1999","1999","3.2 TL","Gray","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","19UUA5649XA032831","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","47","Other Fixed Object (wall, building, tunnel, etc.)","17","Pedestrian","17","Pedestrian","1","No Special Function","88","Not applicable","","","WATERBURY","CT","","06706","","true","State Police - Troop A","false","false","South Main Street","false","CT","false","false","1","NOT INSURED","","","","","","","","","","","","","","","","","","","","","","","",""
"421145","1","1","Vehicle in Operation","1","Honda","2013","2013","Ridgeline Rtl","Black","S","Southbound","false","17","Pedestrian","3","Backing","99","Unknown","88","Not Applicable","88","2","Towed But not Due to Disabling Damage","88","Not Applicable","1","99","Unknown","99","Unknown","99","Unknown","99","Unknown","5","Pick Up","3","Backing","99","Unknown","5FPYK1F5XDB005744","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden","CT","","06514","","false","Midway Towing","false","false","Driveway 119 Scrub Oak Road","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"435372","1","1","Vehicle in Operation","1","Hyundai","2006","2006","Tucson G","Gray","E","Eastbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","KM8JN12D06U265137","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Haven","CT","UnitedStates","06513","false","false","Nhpd Garage","false","false","Foxon Blvd","false","CT","false","false","1","Other-name In Policy # Box","","","","","","","","","","","","","","","","","","","","2018-12-26","","","",""
"438706","1","1","Vehicle in Operation","1","BUIC","2004","2004","RENDEZVO","GRY","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","3G5DA03E64S553103","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","UnitedStates","","","true","","false","false","West Main St","false","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","","","","",""
"473556","1","1","Vehicle in Operation","1","Ford","2015","2015","F250","Black","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","1","Straight Ahead","0","None","1FT7X2B63FEB74633","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","41","Utility Pole","17","Pedestrian","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Haven","CT","","06516","true","false","TIM'S AUTO","false","false","FIRST","false","CT","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","2019-01-01","","","",""
"473901","1","1","Vehicle in Operation","1","Chevrolet","2004","2004","Cavalier","Green","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1G1JC52FX47304338","1","No Control Device","88","Not Applicable","17","Pedestrian","23","Parked Vehicle","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","WATERBURY","CT","","06708","","false","Town Plot Auto","false","false","Highland Dr","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"473901","2","2","Parked Vehicle","1","Chevrolet","2007","2007","4500w45","White","E","Eastbound","false","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","12","Parked","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","12","Parked","0","None","J8BC4J16277007244","1","No Control Device","88","Not Applicable","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wolcott","CT","UnitedStates","06716","","false","","false","false","Highland Dr","false","CT","false","false","1","All America Ins Co","01793852","Ultimate Professional Grounds management","Wolcott","CT","","06716    ","4","Not in Commerce/Other Truck","","","","","","2","10,001-26,000 lbs","2","Single-Unit Truck (2-axle and GVWR more than 10,000 lbs)","10","Flatbed","2019-07-01","1","Yes","",""
"475598","1","1","Vehicle in Operation","1","","","","","","N","Northbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","50","99","Unknown","1","Two-Way, Not Divided","2","2","Curve Left","1","Level","99","Unknown","3","Functional Damage","99","Unknown","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","N/A","false","false","Route 63","false","","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"476193","2","1","Vehicle in Operation","1","Dodge","2018","2018","Charger","BLACK","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","2C3CDXHG4JH125368","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Tulsa","OK","","74134","","false","200 Saw Mill Rd","false","false","Elm Street","false","VA","true","false","1","Ohio Mutual","","","","","","","","","","","","","","","","","","","","2019-07-24","","","",""
"485812","1","1","Vehicle in Operation","1","Niss","2018","2018","Pathfind","Blk      ","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","5N1DR2MM4JC603156   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Tulsa","","UnitedStates","","","false","Wheelers","false","false","Dixwell Av","false","CT","false","false","1","Self Insured","","","","","","","","","","","","","","","","","","","","","","","",""
"489074","1","1","Vehicle in Operation","1","Nissan","2015","2015","Rogue S/sl/sv","White ","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5N1AT2MVXFC884464","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","North Haven","CT","","06473","true","false","Nelcon","false","false","Quinnipiac Avenue","false","CT","false","false","1","Government Employees Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"500030","1","1","Vehicle in Operation","2","Mercedes Benz","2010","2010","Glk350","Brown","W","Westbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","WDCGG8HB3AF273568","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","North Haven","CT","UnitedStates","06473","false","false","Nhpd Garage","false","false","Foxon Blvd","false","CT","false","false","1","Met Life","","","","","","","","","","","","","","","","","","","","2019-10-07","","","",""
"502682","1","1","Vehicle in Operation","3","Acura","2012","2012","Mdx Tech","Gray","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","55","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2HNYD2H30CH523479","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New London","CT","","06320","","false","Mikes Auto","false","false","I-95 Northbound","false","CT","false","false","1","Mid Century Insurance Company","","","","","","","","","","","","","","","","","","","","2018-09-14","","","",""
"503202","1","1","Vehicle in Operation","1","Gmc","1999","1999","Yukon","Tan      ","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1GKEK13R9XR907386   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","NEW HAVEN","CT","","","","false","","false","false","Dixwell Avenue","false","CT","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","","","","",""
"503202","3","2","Parked Vehicle","0","Honda","2012","2012","Civic EX","Blue","N","Northbound","false","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","12","Parked","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","12","Parked","0","None","2HGFB2F80CH538891","3","Traffic Control Signal","2","Yes","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","","06710","","false","","false","false","Dixwell Avenue","false","CT","false","false","1","KEMPER INDEPENDENCE INS CO","","","","","","","","","","","","","","","","","","","","","","","",""
"503202","2","2","Parked Vehicle","0","Volkswagon","","","Jetta","Black","N","Northbound","false","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","12","Parked","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","12","Parked","0","None","","3","Traffic Control Signal","2","Yes","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","false","","false","false","Dixwell Ave","false","CT","true","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"503709","1","1","Vehicle in Operation","1","Infiniti","2009","2009","G37 Awd","Blue","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","55","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","JNKCV61F19M351654","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Fairfield","CT","","06825","","false","Lombard Motors","false","false","Route 15","false","CT","false","false","1","Covenant Insurance Company","","","","","","","","","","","","","","","","","","","","2018-05-26","","","",""
"504081","1","1","Vehicle in Operation","1","Acura","2010","2010","TL","Silver Or Aluminum","N","Northbound","","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","19UUA9F5XAA006777","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","true","false","","false","false","Middletown Ave","false","CT","false","false","88","Geico","","","","","","","","","","","","","","","","","","","","2019-06-20","","","",""
"512102","1","1","Vehicle in Operation","1","Unknown","","","","","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","35","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","99","Unknown","99","Unknown","1","Straight Ahead","99","Unknown","","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Derby Ave","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"522840","1","1","Vehicle in Operation","1","UNKNOWN","","","SEDAN","RED","E","Eastbound","","17","Pedestrian","1","Straight Ahead","99","Unknown","","","25","3","Not Towed","5","One-Way Trafficway","","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","","","","","","","1","No Special Function","88","Not applicable","","","UNKNOWN","","","","","true","","","","WOOLSEY ST","","","","","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"524826","1","1","Vehicle in Operation","1","CEHVROLET","1995","1995","CAVALIER","BLUE","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None"," 1G1JF5247S7213028 ","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","","06705","true","false","Police Headquarters","false","false","West Main Street","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"524826","2","1","Vehicle in Operation","1","RALEIGH","","","","","E","Eastbound","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","35","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","","","","","","","","","","","","","","","","","","","","","","WEST MAIN ST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"525167","1","1","Vehicle in Operation","1","Ford","2008","2008","Fusion S","Red","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","30","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","3FAHP06Z88R209444","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wallingford","CT","","06492","true","true","Nelcon to EHPD on Police Hold","false","false","Ridge Road","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"527584","1","1","Vehicle in Operation","1","ACURA ","2004","2004","MDX","GRAY ","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None"," 2HNYD18654H538047 ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","WATERBURY","CT","","06702","true","false","255 East Main St Waterbury Police Department","false","false","Lakewood Rd","false","CT","false","false","88","Geico","","","","","","","","","","","","","","","","","","","","2019-03-28","","","",""
"530793","1","1","Vehicle in Operation","1","Dodge","2018","2018","1500 Rebel","Red","S","Southbound","","17","Pedestrian","2","Negotiating a Curve","97","Other","88","Not Applicable","","","","88","Not Applicable","","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","5","Pick Up","2","Negotiating a Curve","97","Other","1C6RR7YT3JS135295","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","Cranberry Towns","PA","UnitedStates","16066","false","false","","false","false","","true","CT","","","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"533105","1","1","Vehicle in Operation","3","HONDA","2005","2005","Odyssey","GRAY","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","0","None","40","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","3","Passenger Van","1","Straight Ahead","0","None","5FNRL38615B410579","1","No Control Device","88","Not Applicable","17","Pedestrian","","","","","","","1","No Special Function","88","Not applicable","","","Waterbury","CT","","","false","false","P.D. ","false","false","Meriden Road","false","CT","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","2019-10-15","","","",""
"536389","1","1","Vehicle in Operation","1","HONDA","2006","2006","VT750C","BLK","N","Northbound","","17","Pedestrian","5","Overtaking/Passing","0","None","","","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","5","Overtaking/Passing","0","None","JH2RC50096K210046","1","No Control Device","88","Not Applicable","17","Pedestrian","","","","","","","1","No Special Function","88","Not applicable","","","MERIDEN","CT","","06450","true","","","","","SR 450","","CT","true","","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"536880","1","1","Vehicle in Operation","1","Volkswagen","2015","2015","Beetle 1.8t","Yellow","W","Westbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","0","None","45","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","3VWF17ATXFM650174","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","23","Parked Vehicle","17","Pedestrian","22","Motor Vehicle In Motion","1","No Special Function","88","Not applicable","","","DERBY","CT","UnitedStates","06418","true","false","Orange Police Headquarters","false","false","Derby Avenue / Route 34","false","CT","false","false","88","Liberty Mutual Insurance","","","","","","","","","","","","","","","","","","","","2020-03-13","","","",""
"536880","4","1","Vehicle in Operation","2","Buick","2006","2006","Lucerne Cxs","Blue","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","0","None","45","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","1G4HE57Y56U178304","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","","","","","","","1","No Special Function","88","Not applicable","","","ORANGE","CT","UnitedStates","06477","false","false","","false","false","Derby Avenue / Route 34","false","CT","false","false","1","Sentinel Insurance Company","","","","","","","","","","","","","","","","","","","","2019-11-23","","","",""
"536880","3","2","Parked Vehicle","0","Western Star","2017","2017","Conventional 4900SA","Blue","W","Westbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","0","None","45","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","12","Parked","0","None","5KKXAM003HPJG9803","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","","","","","","","1","No Special Function","88","Not applicable","88","Not Applicable","BRISTOL","CT","UnitedStates","06010","false","false","Mike's Auto","false","false","Derby Avenue / Route 34","false","CT","false","false","88","Wesco Insurance Company","  641681","MCLELLAN TREE SERVICE INC","BRISTOL","CT","","06010","2","Intrastate Carrier","","","","","","2","10,001-26,000 lbs","4","Truck Pulling Trailer(s)","10","Flatbed","2019-08-01","88","Not Applicable","",""
