https://www.ctcrash.uconn.edu/QueryTool2.action?qid=165576
"CrashId","VehicleId","PersonId","Age","Gender","Gender Text Format","State","Postal Code","Person Type","Person Type Text Format","Injury Status","Injury Status Text Format","Condition at Time of Crash","Condition at Time of Crash Text Format","Condition at Time of Crash2","Condition at Time of Crash2 Text Format","Action Taken by Officer","Action Taken by Officer Text Format","Alcohol Test Status","Alcohol Test Status Text Format","Type Of Alcohol Test","Type Of Alcohol Test Text Format","Drug Test Status","Drug Test Status Text Format","Type Of Drig Test","Type Of Drig Test Text Format","Ejection Status","Ejection Status Text Format","Restraint System","Restraint System Text Format","Helmet Use","Helmet Use Text Format","Air Bag Status","Air Bag Status Text Format","Speeding Related","Speeding Related Text Format","Driver Actions 1","Driver Actions 1 Text Format","Driver Actions 2","Driver Actions 2 Text Format","Driver Actions 3","Driver Actions 3 Text Format","Driver Actions 4","Driver Actions 4 Text Format","Driver Distracted By","Driver Distracted By Text Format","Roadway On Which Nonmotorist Was Traveling/Located","Direction nonmotorist was traveling","Direction Unknown","Striking Motor Vehicle ID","Bicycle ID","Non-Motorist Not In Roadway","Actions or Circumstances Prior to Crash","Actions or Circumstances Prior to Crash Text Format","To or From School","To or From School Text Format","Actions or Circumstances At Time Of Crash","Actions or Circumstances At Time Of Crash Text Format","Actions or Circumstances At Time Of Crash2","Actions or Circumstances At Time Of Crash2 Text Format","Location At Time Of Crash","Location At Time Of Crash Text Format","Safety Equipment","Safety Equipment Text Format","Safety Equipment2","Safety Equipment2 Text Format","Non-motorist Distracted By","Non-motorist Distracted By Text Format","Seating Position","Seating Position Text Format","Seating Position for Bus","City","Country","Driver License Jurisdiction","Driver License Jurisdiction Text Format","Drivers License Issued By","Drivers License Class","Commercial License Class","Commercial License Class Text Format","Transported to First Medical Facility By","Transported to First Medical Facility By Text Format","Name of the EMS agency","Name of the Intended Receiving Facility"
"413482","","6","3","1","Male","CT","06706","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","99","Unknown if Tested","88","Not Applicable","99","Unknown if Tested","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","South Main Street","N","false","1","","true","5","Walking/Cycling on Sidewalk","1","No","99","Unknown","","","8","Sidewalk","99","Unknown","","","99","Unknown if Distracted","","","","Waterbury","UnitedStates","88","Not applicable","","","","","3","EMS Ground","Campion Ambulance","SAINT MARY'S HOSPITAL"
"421145","","2","65","2","Female","CT","06473","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Driveway 119 Scrub Oak Road","S","false","1","","false","99","Unknown","1","No","99","Unknown","","","99","Unknown","99","Unknown","","","99","Unknown if Distracted","","","","North Haven","","","","CT","","","","3","EMS Ground","AMR","New Haven Hospital"
"435372","","2","59","1","Male","CT","06513","3","Pedestrian","K","Fatal Injury (K)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","FOXON BLVD","N","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","1","Not Licensed","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"438706","","2","74","1","Male","CT","06702","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","West Main St","S","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","WATERBURY","","","","FL","","","","3","EMS Ground","","ST MARY'S HOSPITAL"
"473556","","2","62","2","Female","CT","06516","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","FIRST AVE","S","false","1","","true","5","Walking/Cycling on Sidewalk","1","No","1","No Improper Action","88","Not Applicable","8","Sidewalk","0","None","88","Not Applicable","1","Not Distracted","","","","West Haven","UnitedStates","88","Not applicable","","","","","1","Not Transported","",""
"473901","","2","43","1","Male","CT","06708","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","3","Test Given","1","Blood","3","Test Given","1","Blood","","","","","","","","","","","","","","","","","","","","","Highland Dr","E","false","1","","false","6","In Roadway - Other","1","No","7","Entering/Exiting Parked/Standing Vehicle","","","7","Shoulder/Roadside","0","None","","","1","Not Distracted","","","","WATERBURY","","2","State","NC","","","","3","EMS Ground","AMR","Waterbury Hospital"
"475598","","2","25","1","Male","CT","06418","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","3","Test Given","1","Blood","3","Test Given","1","Blood","","","","","","","","","","","","","","","","","","","","","Route 63","N","false","1","","false","99","Unknown","1","No","99","Unknown","","","99","Unknown","0","None","","","99","Unknown if Distracted","","","","Derby","","88","Not applicable","CT","","","","1","Not Transported","",""
"476193","","2","35","2","Female","CT","06511","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Elm Street","E","false","2","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","New Haven","UnitedStates","88","Not applicable","CT","","","","3","EMS Ground","AMR","New Haven Hospital"
"485812","","2","50","2","Female","CT","06473","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Dixwell Av","W","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","North Haven","UnitedStates","","","CT","","","","3","EMS Ground","AMR","Yale New Haven Hospital"
"489074","","2","60","1","Male","CT","06516","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","99","Unknown if Tested","88","Not Applicable","99","Unknown if Tested","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Quinnipiac Avenue","E","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","West Haven","","2","State","CT","","","","1","Not Transported","",""
"500030","","3","49","1","Male","CT","06515","3","Pedestrian","K","Fatal Injury (K)","2","Physically Impaired","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","FOXON BLVD","W","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","3","Failure to Yield Right-Of-Way","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","1","Not Licensed","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"502682","","4","34","1","Male","CA","95828","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","3","Test Given","97","Other","3","Test Given","97","Other","","","","","","","","","","","","","","","","","","","","","I-95 Northbound","E","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","9","Not Visible (Dark Clothing, No Lighting, etc.)","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Sacramento","UnitedStates","2","State","CA","","","","1","Not Transported","American Medical Response","None"
"503202","","2","50","2","Female","CT","065183145","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","3","Test Given","1","Blood","3","Test Given","1","Blood","","","","","","","","","","","","","","","","","","","","","Dixwell Avenue","E","false","1","","false","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","Hamden       ","UnitedStates","2","State","CT","","","","3","EMS Ground","AMR","New Haven Hospital"
"503709","","2","50","1","Male","CT","0651 5","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","3","Test Given","97","Other","3","Test Given","97","Other","","","","","","","","","","","","","","","","","","","","","Route 15","S","false","1","","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","9","Not Visible (Dark Clothing, No Lighting, etc.)","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","","2","State","CT","","","","1","Not Transported","N/A","N/A"
"504081","","2","44","2","Female","CT","06516","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","MIDDLETOWN AVE","N","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","West Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"512102","","2","62","1","Male","","","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Derby Ave","S","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","","","2","State","CT","","","","3","EMS Ground","AMR","YALE NEW HAVEN HOSPITAL"
"522840","","2","27","2","Female","","","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","1","","","99","Unknown","1","No","99","Unknown","","","99","Unknown","99","Unknown","","","99","Unknown if Distracted","","","","","","88","Not applicable","","","","","1","Not Transported","",""
"524826","","2","66","1","Male","CT","06708","5","Bicyclist","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","West Main Street","N","false","1","2","false","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","","","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","Waterbury","UnitedStates","2","State","CT","","","","3","EMS Ground","AMR Ambulance","ST. MARY'S HOSPITAL"
"525167","","2","57","2","Female","CT","06473","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Ridge Road","N","false","1","","false","99","Unknown","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","99","Unknown","88","Not Applicable","99","Unknown if Distracted","","","","North Haven         ","UnitedStates","88","Not applicable","","","","","3","EMS Ground","AMR","Yale New Haven Hospital"
"527584","","2","55","2","Female","CT","06708","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Lakewood Rd","E","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","9","Not Visible (Dark Clothing, No Lighting, etc.)","5","Travel Lane-Other Location","0","None","0","None","1","Not Distracted","","","","WATERBURY","","2","State","CT","","","","3","EMS Ground","Campion","ST MARY'S HOSPITAL"
"530793","","2","89","2","Female","CT","06450","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","S","false","1","","true","97","Other","1","No","1","No Improper Action","88","Not Applicable","97","Other","0","None","88","Not Applicable","1","Not Distracted","","","","Meriden","UnitedStates","2","State","CT","","","","3","EMS Ground","HUNTERS AMBULANCE","HARTFORD HOSPITAL"
"533105","","4","40","2","Female","CT","","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Meriden Road","E","false","1","","false","1","Crossing Roadway","1","No","8","Inattentive (Talking, Eating, etc.)","","","1","Intersection-Marked Crosswalk","88","Not Applicable","0","None","99","Unknown if Distracted","","","","Waterbury","","2","State","CT","","","","3","EMS Ground","Wolcott Volunteer Ambulance ","Saint Mary's Hospital"
"536389","","2","77","2","Female","CT","06443","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","1","Crossing Roadway","1","No","1","No Improper Action","","","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","MADISON","","88","Not applicable","","","","","3","EMS Ground","MADISON EMS","YALE NH HOSP"
"536880","","4","45","1","Male","CT","06791","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","99","Unknown if Tested","88","Not Applicable","99","Unknown if Tested","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Derby Avenue / Route 34","W","false","1","","false","7","Adjacent to Roadway (e.g., Shoulder, Median)","1","No","99","Unknown","","","7","Shoulder/Roadside","88","Not Applicable","0","None","99","Unknown if Distracted","","","","Harwinton","","2","State","CT","","","","3","EMS Ground","AMR","Yale New Haven Hospital"
"551242","","2","44","1","Male","CT","06519","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Boston Post Rd","E","false","2","","false","1","Crossing Roadway","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","9","Not Visible (Dark Clothing, No Lighting, etc.)","3","Intersection � Other","0","None","","","1","Not Distracted","","","","New Haven","","","","CT","","","","3","EMS Ground","AMR Ambulance","YALE NEW HAVEN HOSPITAL"
"561391","","1","74","1","Male","CT","06518","4","Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Dixwell Ave","W","","","","","1","Crossing Roadway","1","No","1","No Improper Action","97","Other","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","Hamden","","2","State","CT","0","1","No","3","EMS Ground","AMR","YALE"
"573355","","2","48","1","Male","CT","06516","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","FERRY ST","E","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Hamden","UnitedStates","99","Unknown","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"573770","","3","42","1","Male","CT","06516","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASSO BLVD","S","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","88","Not Applicable","2","Intersection-Unmarked Crosswalk","0","None","88","Not Applicable","99","Unknown if Distracted","","","","West Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"574479","","4","34","1","Male","CT","06512","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","3","Test Given","1","Blood","3","Test Given","1","Blood","","","","","","","","","","","","","","","","","","","","","I-95 Southbound","S","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","New Haven","","1","Not Licensed","CT","","","","1","Not Transported","",""
"574541","","2","55","1","Male","CT","06705","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Wolcott St","W","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","","","2","Intersection-Unmarked Crosswalk","0","None","","","1","Not Distracted","","","","WATERBURY","","","","","","","","3","EMS Ground","Campion Ambulance","ST. MARY'S HOSPITAL"
"577498","","2","75","1","Male","CT","06705","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Meriden Road","S","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","2","Dart/Dash","4","Midblock-Marked Crosswalk","0","None","","","1","Not Distracted","","","","Waterbury","","","","CT","","","","3","EMS Ground","Wolcott EMS","ST. MARY'S HOSPITAL"
"580897","","2","32","1","Male","CT","06492","3","Pedestrian","K","Fatal Injury (K)","97","Other","","","0","None taken","99","Unknown if Tested","88","Not Applicable","99","Unknown if Tested","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","MIDDLETOWN AVE","S","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Wallingford","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"580942","","3","42","1","Male","CT","06511","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","false","1","","true","5","Walking/Cycling on Sidewalk","1","No","1","No Improper Action","88","Not Applicable","8","Sidewalk","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"580942","","4","32","1","Male","","","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","E","false","1","","true","5","Walking/Cycling on Sidewalk","1","No","1","No Improper Action","88","Not Applicable","8","Sidewalk","99","Unknown","88","Not Applicable","1","Not Distracted","","","","","UnitedStates","","","","","","","2","EMS Air","AMER MED RESPONSE","YALE-NH HOSP"
"585956","","2","37","1","Male","","","5","Bicyclist","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","South Turnpike Road","N","false","1","2","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","88","Not Applicable","7","Shoulder/Roadside","1","Helmet","88","Not Applicable","1","Not Distracted","","","","","","","","CT","","","","3","EMS Ground","Wallingford Fire Department","New Haven Hospital"
"604045","","2","69","1","Male","CT","06704","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","North Main Street","E","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","WATERBURY","","","","CT","","","","3","EMS Ground","AMR","Saint Mary's Hospital"
"606719","","2","72","1","Male","CT","06511","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","99","Unknown","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","DIXWELL AVE","E","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","88","Not applicable","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"608410","","6","56","2","Female","CT","06450","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","3","Test Given","97","Other","3","Test Given","97","Other","","","","","","","","","","","","","","","","","","","","","I-91","N","false","1","","false","1","Crossing Roadway","1","No","6","Disabled Vehicle Related (Working on, Pushing, Leaving/Approaching)","2","Dart/Dash","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Meriden        ","","2","State","CT","","","","3","EMS Ground","Wallingford EMS","YALE NEW HAVEN"
"613397","","3","24","1","Male","FL","33615","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","3","Test Given","97","Other","3","Test Given","97","Other","","","","","","","","","","","","","","","","","","","","","Interstate 95","N","false","2","","false","6","In Roadway - Other","1","No","6","Disabled Vehicle Related (Working on, Pushing, Leaving/Approaching)","9","Not Visible (Dark Clothing, No Lighting, etc.)","5","Travel Lane-Other Location","0","None","88","Not Applicable","7","Other, Outside Vehicle","","","","Tampa","UnitedStates","2","State","FL","","","","3","EMS Ground","Milford EMS","YALE NEW HAVEN"
"619865","3","4","29","2","Female","NY","10024","2","Passenger","K","Fatal Injury (K)","","","","","","","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","0","None Used-Motor Vehicle Occupant","88","Not Applicable","88","Not applicable","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","28","Second Row, Other Seat","","New York","","2","State","NY","","","","1","Not Transported","NONE","NONE"
"622139","","2","86","1","Male","CT","","3","Pedestrian","K","Fatal Injury (K)","97","Other","","","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASSO BLVD","W","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"624008","","2","48","1","Male","CT","06450","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","DRIVEWAY OF 139 MILLER AVENUE","","false","1","","false","97","Other","1","No","1","No Improper Action","88","Not Applicable","10","Driveway Access","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Meriden","UnitedStates","","","","","","","3","EMS Ground","HUNTERS AMBULANCE","MIDSTATE MEDICAL CENTER"
"632772","","3","72","1","Male","CT","06512","3","Pedestrian","K","Fatal Injury (K)","2","Physically Impaired","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Main Street","E","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","East Haven     ","","","","CT","","","","3","EMS Ground","American Medical Response","Yale New Haven Hospital"
"638320","","2","50","1","Male","CT","06606","3","Pedestrian","K","Fatal Injury (K)","6","Under the Influence of Medications/Drugs/Alcohol","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","ELLA T GRASSO BLVD","","true","1","","false","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Bridgeport","UnitedStates","1","Not Licensed","CT","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"641684","","2","55","1","Male","CT","06511","3","Pedestrian","K","Fatal Injury (K)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","WHALLEY AVE","","true","1","","false","6","In Roadway - Other","1","No","9","Not Visible (Dark Clothing, No Lighting, etc.)","99","Unknown","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"643757","","2","30","2","Female","CT","06706","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","across Stillson Rd","E","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","","","5","Travel Lane-Other Location","0","None","","","1","Not Distracted","","","","WATERBURY","","2","State","CT","","","","1","Not Transported","",""
"647224","","2","85","2","Female","CT","06418","3","Pedestrian","K","Fatal Injury (K)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","NINTH ST","S","","1","","","1","Crossing Roadway","1","No","3","Failure to Yield Right-Of-Way","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","DERBY","","88","Not applicable","","","","","3","EMS Ground","STORM","ST VINCENTS HOSP"
"654482","","2","44","1","Male","CT","","3","Pedestrian","K","Fatal Injury (K)","2","Physically Impaired","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","COLUMBUS AVE","E","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","88","Not applicable","","","","","3","EMS Ground","NEW HAVEN FIRE","YALE-NH HOSP"
"656526","","2","68","1","Male","CT","06513","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","MIDDLETOWN AVE","N","false","1","","false","0","None","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","New Haven","UnitedStates","","","","","","","3","EMS Ground","AMER MED RESPONSE","YALE-NH HOSP"
"662738","","2","73","1","Male","CT","06473","3","Pedestrian","K","Fatal Injury (K)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Derby Ave","N","false","2","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","","","5","Travel Lane-Other Location","0","None","","","99","Unknown if Distracted","","","","North Haven","","","","CT","","","","3","EMS Ground","AMR","New Haven Hospital"
