https://ctcrash.uconn.edu/QueryTool2.action?qid=110711
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","Urban Area","Urban Area Text Format","No. of Through Lanes (Reverse Dir.)","No. of Through Lanes (Log Dir.)","Highway Type (FHWA)","Highway Type (FHWA) Text Format","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"588925","1","Complete","588925","588925","41.30729900","-72.96973100","919020","West Haven","156","156","West Haven","2019-01-27","2019","1","January","27","1","Sunday","18:38:00","18","1900005667","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","20.99","34","34-E","34-E","unknown","Forest Road","150.0","Feet","W","41.30729900","-72.96973100","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","160","2019-02-05 13:10:23.0","O","Open","2019-02-05 13:24:23.0","","G","NEW HAVEN","2","2","4","3-4 LANES DIVIDED (WIDTH 36'-71')","25700","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"589025","1","Complete","589025","589025","41.33791100","-72.93514300","918130","Hamden","62","62","Hamden","2018-07-01","2018","7","July","1","1","Sunday","01:53:00","1","1800036104","K","Fatal (Kill)","K","Fatal Injury (K)","3","1","1","4","Local","0.18","142","DIXWELL AV NO 1","DIXWELL AV NO 1","unknown","Morse Street","107.0","Feet","S","41.33791100","-72.93514300","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0006200","Hamden PD","0064","2019-01-16 13:56:28.0","O","Open","2019-01-16 14:55:24.0","","G","NEW HAVEN","","3","","","15600","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"596119","1","Complete","596119","596119","41.37562900","-72.90846700","918091","Hamden","62","62","Hamden","2018-05-18","2018","5","May","18","6","Friday","23:31:00","23","1800237440","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","51.22","15","15-S","15-S","unknown","Exit 61","3.0","Tenths of Mile","S","41.37562900","-72.90846700","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0923","2019-01-18 01:14:07.0","C","Closed","2019-01-18 01:21:54.0","","G","NEW HAVEN","2","2","4","3-4 LANES DIVIDED (WIDTH 36'-71')","71800","2","PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS","2","Urban"
"606834","1","Complete","606834","606834","41.30796000","-72.89824100","918223","New Haven","93","93","New Haven","2018-10-11","2018","10","October","11","5","Thursday","00:51:00","0","18047072","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","4","Local","0.25","679","WOOLSEY ST","WOOLSEY ST","unknown","BLATCHLEY AVE","275.0","Feet","E","41.30796000","-72.89824100","9","Pedestrian","88","Not Applicable","1","On Roadway","2","Cloudy","","","4","Dark-Lighted","1","Dry","0","None","","","","","0","None","","","","","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","195","2019-02-21 08:35:00.0","O","Open","2019-02-20 13:57:00.0","","G","NEW HAVEN","","2","","","","7","LOCAL - NEW HPMS","2","Urban"
"611371","1","Complete","611371","611371","41.38064800","-72.89221300","919037","North Haven","101","101","North Haven","2019-03-11","2019","3","March","11","2","Monday","17:33:00","17","1900004413","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","4","Local","1.19","211","RIDGE RD NO 1","RIDGE RD NO 1","HICKORY HILL RD","","",""," ","41.38064800","-72.89221300","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010100","North Haven PD","545","2019-03-20 20:02:14.0","O","Open","2019-03-22 11:31:55.0","","G","NEW HAVEN","","2","","","4100","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"631742","1","Complete","631742","631742","41.32432100","-72.88121500","919021","New Haven","93","93","New Haven","2019-01-18","2019","1","January","18","6","Friday","20:21:00","20","19002448","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","3","State","0.27","17","17-N","17-N","unknown","80-W","175.0","Feet","N","41.32432100","-72.88121500","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","430","2019-01-19 18:13:42.0","C","Closed","2019-01-21 04:02:11.0","","G","NEW HAVEN","1","2","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","21400","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","1","Rural"
"655722","1","Complete","655722","655722","41.29640300","-72.95585200","919072","West Haven","156","156","West Haven","2019-05-23","2019","5","May","23","5","Thursday","20:29:00","20","1900032585","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","2","USRoute","46.27","1","1-N","1-N","unknown","Front Ave","30.0","Feet","N","41.29640300","-72.95585200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","3","Dusk","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","162","2019-06-03 11:51:39.0","O","Open","2019-06-03 12:28:52.0","","G","NEW HAVEN","2","2","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","16200","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"667231","1","Complete","667231","667231","41.29199400","-72.94268400","919143","New Haven","93","93","New Haven","2019-08-10","2019","8","August","10","7","Saturday","23:56:00","23","19031757","K","Fatal (Kill)","K","Fatal Injury (K)","2","1","1","3","State","0.80","10","10-N","10-N","unknown","TRUMAN ST","50.0","Feet","N","41.29199400","-72.94268400","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","362","2019-08-11 09:44:19.0","O","Open","2019-08-12 04:01:56.0","","G","NEW HAVEN","2","2","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","22200","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"671094","1","Complete","671094","671094","41.28646600","-72.87967800","918238","East Haven","44","44","East Haven","2018-10-30","2018","10","October","30","3","Tuesday","22:28:00","22","1800522994","K","Fatal (Kill)","K","Fatal Injury (K)","3","1","2","1","Interstate","50.01","95","95-S","95-S","unknown","exit 51","2.0","Tenths of Mile","S","41.28646600","-72.87967800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CTCSP0000","State Police","0531","2019-08-13 08:55:00.0","C","Closed","2019-08-13 09:00:14.0","","G","NEW HAVEN","3","3","5","6-7 LANES DIVIDED (WIDTH 72'-95')","76600","1","INTERSTATE - NEW HPMS","3","Unknown"
"674223","1","Complete","674223","674223","41.33315500","-72.87194000","919166","New Haven","93","93","New Haven","2019-08-20","2019","8","August","20","3","Tuesday","03:42:00","3","19033031","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","1.04","17","17-N","17-N","unknown","GANDO DR","300.0","Feet","S","41.33315500","-72.87194000","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","409","2019-08-22 05:05:08.0","O","Open","2019-09-04 11:54:10.0","","G","NEW HAVEN","","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","8400","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","",""
"680562","1","Complete","680562","680562","41.31494265","-72.89694676","919138","New Haven","93","93","New Haven","2019-08-08","2019","8","August","8","5","Thursday","19:14:00","19","19031431","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","4","Local","0.33","213","FERRY ST","FERRY ST","unknown","LOMBARD ST","30.0","Feet","S","41.31494265","-72.89694676","9","Pedestrian","88","Not Applicable","1","On Roadway","2","Cloudy","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","84","2019-08-08 23:48:36.0","O","Open","2019-08-09 04:01:53.0","","G","NEW HAVEN","","4","","","12200","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"703042","1","Complete","703042","703042","41.32174500","-72.87628600","919004","New Haven","93","93","New Haven","2019-01-05","2019","1","January","5","7","Saturday","19:19:00","19","19000659","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","3","State","0.31","80","80-E","80-E","unknown","QUINNIPIAC AVE","500.0","Feet","W","41.32174500","-72.87628600","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","416","2019-01-06 00:49:41.0","O","Open","2019-01-07 04:02:27.0","","G","NEW HAVEN","","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","37000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","",""
"725111","1","Complete","725111","725111","41.30868700","-72.89927800","919156","New Haven","93","93","New Haven","2019-08-23","2019","8","August","23","6","Friday","23:03:00","23","19033745","K","Fatal (Kill)","K","Fatal Injury (K)","1","2","0","4","Local","0.71","264","GRAND AV","GRAND AV","BLATCHLEY AV","","",""," ","41.30868700","-72.89927800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","3","Intersection-Related","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","40788","2019-08-24 06:55:55.0","O","Open","2019-09-04 11:54:22.0","","G","NEW HAVEN","","2","","","10900","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"725627","1","Complete","725627","725627","41.31787400","-72.94578400","920011","New Haven","93","93","New Haven","2020-01-22","2020","1","January","22","4","Wednesday","19:39:00","19","20003772","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","4","Local","0.18","653","WHALLEY AV","WHALLEY AV","unknown","NORTON ST","50.0","Feet","E","41.31787400","-72.94578400","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","79","2020-01-22 23:54:54.0","O","Open","2020-01-23 04:01:19.0","","G","NEW HAVEN","","4","","","21100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"732221","1","Complete","732221","732221","41.28325700","-72.88073700","919200","East Haven","44","44","East Haven","2019-10-18","2019","10","October","18","6","Friday","15:52:00","15","1900028284","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","3","4","Local","0.64","182","MAIN ST","MAIN ST","unknown","Kimberly Avenue Ext","350.0","Feet","W","41.28325700","-72.88073700","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0004400","East Haven PD","0925","2020-01-02 15:20:32.0","O","Open","2020-01-02 15:20:34.0","","G","NEW HAVEN","","2","","","10000","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"735600","1","Complete","735600","735600","41.31953000","-72.93400400","919209","New Haven","93","93","New Haven","2019-10-30","2019","10","October","30","4","Wednesday","20:03:00","20","19043950","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","4","Local","0.46","152","DIXWELL AV","DIXWELL AV","unknown","ADMIRAL STREET","100.0","Feet","S","41.31953000","-72.93400400","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","125","2019-10-31 01:37:23.0","O","Open","2019-10-31 04:00:29.0","","G","NEW HAVEN","","2","","","5900","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"736354","1","Complete","736354","736354","41.38328200","-72.90621700","919074","Hamden","62","62","Hamden","2019-05-26","2019","5","May","26","1","Sunday","12:49:00","12","1900023622","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","8.58","10","10-N","10-N","unknown","Evergreen Ave","440.0","Feet","N","41.38328200","-72.90621700","11","Other Non-motorist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0006200","Hamden PD","0050","2019-07-03 01:34:02.0","O","Open","2019-07-03 01:43:14.0","","G","NEW HAVEN","","4","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","16900","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","",""
"738462","1","Complete","738462","738462","41.33120800","-72.87426700","920033","New Haven","93","93","New Haven","2020-02-23","2020","2","February","23","1","Sunday","18:35:00","18","20009305","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","3","State","0.86","17","17-N","17-N","unknown","CROSS ST","100.0","Feet","N","41.33120800","-72.87426700","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","6","Dark-Unknown Lighting","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","40807","2020-02-24 18:21:02.0","O","Open","2020-02-25 04:00:45.0","","G","NEW HAVEN","","2","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","9800","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","",""
"738860","1","Complete","738860","738860","41.29765700","-72.94027100","920034","New Haven","93","93","New Haven","2020-02-18","2020","2","February","18","3","Tuesday","15:45:00","15","20008297","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","2","USRoute","47.08","1","1-N","1-N","unknown","WEST ST","120.0","Feet","N","41.29765700","-72.94027100","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","40955","2020-02-18 16:56:30.0","O","Open","2020-02-19 04:01:07.0","","G","NEW HAVEN","1","1","1","2 LANE CONTIGUOUS (WIDTH UNDER 36')","8600","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","1","Rural"
"745292","1","Complete","745292","745292","41.30826200","-72.96793600","920038","West Haven","156","156","West Haven","2020-01-09","2020","1","January","9","5","Thursday","18:46:00","18","2000001751","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","0","3","State","21.11","34","34-E","34-E","unknown","FOREST RD","400.0","Feet","E","41.30826200","-72.96793600","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0015600","West Haven PD","160","2020-03-03 12:46:02.0","O","Open","2020-03-06 11:34:35.0","","G","NEW HAVEN","2","2","4","3-4 LANES DIVIDED (WIDTH 36'-71')","22100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"746011","1","Complete","746011","746011","41.29942600","-72.94983500","920007","New Haven","93","93","New Haven","2020-01-14","2020","1","January","14","3","Tuesday","19:29:00","19","20002356","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","2","3","State","1.61","10","10-N","10-N","unknown","US-1","750.0","Feet","N","41.29942600","-72.94983500","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","5","Dark-Not Lighted","2","Wet","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","40814","2020-01-15 01:42:12.0","O","Open","2020-01-16 04:00:37.0","","G","NEW HAVEN","2","2","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","20700","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"749296","1","Complete","749296","749296","41.29304000","-72.94393000","920064","New Haven","93","93","New Haven","2020-04-04","2020","4","April","4","7","Saturday","19:56:00","19","20014690","K","Fatal (Kill)","K","Fatal Injury (K)","2","1","2","3","State","1.07","10","10-N","10-N","unknown","ADELINE ST","75.0","Feet","N","41.29304000","-72.94393000","9","Pedestrian","99","Unknown","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","158","2020-04-05 03:09:21.0","O","Open","2020-04-06 04:01:03.0","#20-014690","G","NEW HAVEN","2","2","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","20200","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"756888","1","Complete","756888","756888","41.34467400","-72.93446200","920026","Hamden","62","62","Hamden","2020-02-12","2020","2","February","12","4","Wednesday","04:56:00","4","2000006645","K","Fatal (Kill)","K","Fatal Injury (K)","1","2","0","3","State","5.61","10","10-N","10-N","unknown","WOODIN ST","40.0","Feet","N","41.34467400","-72.93446200","39","Other Fixed Object (wall, building, tunnel, etc.)","88","Not Applicable","4","Roadside","1","Clear","","","4","Dark-Lighted","1","Dry","0","None","","","","","0","None","","","","","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","1","Public Road","1","Trafficway, On Road","CT0006200","Hamden PD","0062","2020-02-27 15:42:00.0","O","Open","2020-02-18 07:39:00.0","","G","NEW HAVEN","2","2","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","24700","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"776595","1","Complete","776595","776595","41.29340000","-72.94428500","919244","New Haven","93","93","New Haven","2019-12-06","2019","12","December","6","6","Friday","08:43:00","8","19048886","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","3","State","0.91","10","10-N","10-N","unknown","ADELINE ST","150.0","Feet","N","41.29340000","-72.94428500","9","Pedestrian","88","Not Applicable","1","On Roadway","2","Cloudy","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","137","2019-12-06 12:51:12.0","C","Closed","2019-12-10 04:01:39.0","","G","NEW HAVEN","2","2","3","3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE)","22200","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"782656","1","Complete","782656","782656","41.30876700","-72.92535100","920149","New Haven","93","93","New Haven","2020-07-12","2020","7","July","12","1","Sunday","16:31:00","16","20024081","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","3","4","Local","0.48","726","ELM ST NO 2","ELM ST NO 2","TEMPLE ST","","",""," ","41.30876700","-72.92535100","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","441","2020-07-14 14:19:26.0","O","Open","2020-07-15 04:00:31.0","","G","NEW HAVEN","","3","","","18200","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"794170","1","Complete","794170","794170","41.29747200","-72.94899400","920193","New Haven","93","93","New Haven","2020-08-31","2020","8","August","31","2","Monday","20:24:00","20","20029712","K","Fatal (Kill)","K","Fatal Injury (K)","1","1","1","3","State","1.47","","10-S","ELLA T GRASSO BLVD","US-1","","",""," ","41.29747200","-72.94899400","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0009300","New Haven PD","40810","2020-09-01 05:04:36.0","O","Open","2020-09-03 04:01:44.0","","","","","","","","","","","",""
