https://ctcrash.uconn.edu/QueryTool2.action?qid=110723
"CrashID","VehicleID","Trailer ID","Trailer Information Same As Carrier","Trailer Information Same As Power Unit","Trailer Information Same As Other Trailer","Trailer Owner City","Trailer Owner State","Trailer Owner Country","Trailer Owner Postal Code","Trailer License Plate Issuing State Code","Trailer License Plate Was Expired","Trailer License Plate Was Missing","Trailer Vehicle Identification Number"
"547826","1","2","false","false","false","","  ","","","  ","","",""
"547827","1","1","false","false","false","","  ","","","  ","","",""
"547827","1","2","false","false","false","","  ","","","  ","","",""
"549000","2","1","false","true","false","HAMMOND","IN","","46323","IN","","","1DW1A28117S953769"
"549000","2","2","false","false","false","","  ","","","  ","","",""
"551274","2","1","","","","","  ","","","  ","","",""
"551274","2","2","","","","","  ","","","  ","","",""
"552750","1","1","","","","","  ","","","  ","","",""
"552750","1","2","","","","","  ","","","  ","","",""
"553410","2","1","","","","","  ","","","  ","","",""
"553410","2","2","","","","","  ","","","  ","","",""
"556454","2","1","","","","","  ","","","  ","","",""
"556454","2","2","","","","","  ","","","  ","","",""
"556776","1","1","false","false","false","","  ","","","  ","","",""
"556776","1","2","false","false","false","","  ","","","  ","","",""
"556803","1","1","","","","","  ","","","  ","","",""
"556803","1","2","","","","","  ","","","  ","","",""
"556863","1","1","false","false","false","","  ","","","  ","","",""
"556863","1","2","false","false","false","","  ","","","  ","","",""
"557222","1","1","","","","","  ","","","  ","","",""
"557222","1","2","","","","","  ","","","  ","","",""
"557414","2","1","false","false","false","","  ","","","  ","","",""
"557414","2","2","false","false","false","","  ","","","  ","","",""
"558768","2","1","false","false","false","Philadelphia","PA","","19135","PA","","","1GRAA062XYW001990"
"558768","2","2","false","false","false","","  ","","","  ","","",""
"558781","2","1","true","false","false","Springfield","MO","United States","65803","MO","","","1RNF48A27ER030366"
"558781","2","2","false","false","false","","  ","","","  ","","",""
"560796","2","1","false","false","false","","  ","","","  ","","",""
"560796","2","2","false","false","false","","  ","","","  ","","",""
"561176","1","1","false","false","false","JEFFERSON","ME","United States","04348","ME","","","5MAPA4821JA036275"
"561176","1","2","false","false","false","","  ","","","  ","","",""
"561534","2","1","false","true","false","FALL RIVER","MA","","02724","MA","","","3AKBGDDV8HDHY5819"
"561534","2","2","false","false","false","","  ","","","  ","","",""
"561722","2","1","","","","","  ","","","  ","","",""
"561722","2","2","","","","","  ","","","  ","","",""
"561769","1","1","true","false","false","FALL RIVER","MA","","02724","MA","","","1S12E953XHE535525"
"561769","1","2","false","false","false","","  ","","","  ","","",""
"561814","2","1","true","false","false","","  ","","","  ","","",""
"561814","2","2","false","false","false","","  ","","","  ","","",""
"561914","2","1","","","","","  ","","","  ","","",""
"561914","2","2","","","","","  ","","","  ","","",""
"562192","1","1","","","","","  ","","","  ","","",""
"562192","1","2","","","","","  ","","","  ","","",""
"562367","1","1","false","false","false","Jefferson","ME","","04348","ME","","","1L01A532631152733"
"562367","1","2","false","false","false","","  ","","","  ","","",""
"563472","2","1","false","true","false","","  ","","","  ","","",""
"563472","2","2","false","false","false","","  ","","","  ","","",""
"563988","2","1","false","false","false","","  ","","","  ","","",""
"563988","2","2","false","false","false","","  ","","","  ","","",""
"564742","1","1","","","","","  ","","","  ","","",""
"564742","1","2","","","","","  ","","","  ","","",""
"565570","1","1","","","","","  ","","","  ","","",""
"565570","1","2","","","","","  ","","","  ","","",""
"566499","2","1","","","","","  ","","","  ","","",""
"566499","2","2","","","","","  ","","","  ","","",""
"568510","3","1","","","","","  ","","","  ","","",""
"568510","3","2","","","","","  ","","","  ","","",""
"568544","3","1","false","false","false","","  ","","","  ","","",""
"568544","3","2","false","false","false","","  ","","","  ","","",""
"568555","3","1","false","false","false","","  ","","","  ","","",""
"568555","3","2","false","false","false","","  ","","","  ","","",""
"568567","2","1","false","false","false","","  ","","","  ","","",""
"568567","2","2","false","false","false","","  ","","","  ","","",""
"568789","2","1","","","","","  ","","","  ","","",""
"568789","2","2","","","","","  ","","","  ","","",""
"569244","2","1","false","false","false","","  ","","","  ","","",""
"569244","2","2","false","false","false","","  ","","","  ","","",""
"571412","3","1","","","","","  ","","","  ","","",""
"571412","3","2","","","","","  ","","","  ","","",""
"571504","1","1","false","false","false","","  ","","","  ","","",""
"571504","1","2","false","false","false","","  ","","","  ","","",""
"571835","2","1","","","","","  ","","","  ","","",""
"571835","2","2","","","","","  ","","","  ","","",""
"571977","1","1","false","false","false","","  ","","","  ","","",""
"571977","1","2","false","false","false","","  ","","","  ","","",""
"572548","3","1","false","false","false","","  ","","","  ","","",""
"572548","3","2","false","false","false","","  ","","","  ","","",""
"577238","1","1","false","false","false","Fairfield","CA","United States","94533","ID","","","1UTVS2532HU808502"
"577238","1","2","false","false","false","","  ","","","  ","","",""
"577984","1","1","","","","","  ","","","  ","","",""
"577984","1","2","","","","","  ","","","  ","","",""
"578535","1","1","","","","","  ","","","  ","","",""
"578535","1","2","","","","","  ","","","  ","","",""
"578538","1","1","","","","","  ","","","  ","","",""
"578538","1","2","","","","","  ","","","  ","","",""
"578539","1","1","","","","","  ","","","  ","","",""
"578539","1","2","","","","","  ","","","  ","","",""
"578540","2","1","","","","","  ","","","  ","","",""
"578540","2","2","","","","","  ","","","  ","","",""
"578542","1","1","","","","","  ","","","  ","","",""
"578542","1","2","","","","","  ","","","  ","","",""
"578766","1","1","true","false","false","Paterson","NJ","United States","07522","NJ","","","1JJV532W62L787779"
"578766","1","2","false","false","false","","  ","","","  ","","",""
"579167","2","1","false","false","false","","  ","","","  ","","",""
"579167","2","2","false","false","false","","  ","","","  ","","",""
"579309","1","1","false","false","false","","  ","","","  ","","",""
"579309","1","2","false","false","false","","  ","","","  ","","",""
"579347","1","1","","","","","  ","","","  ","","",""
"579347","1","2","","","","","  ","","","  ","","",""
"581244","2","1","","","","","  ","","","  ","","",""
"581244","2","2","","","","","  ","","","  ","","",""
"581268","2","1","false","false","false","","  ","","","  ","","",""
"581268","2","2","false","false","false","","  ","","","  ","","",""
"581562","1","1","false","false","false","","  ","","","  ","","",""
"581562","1","2","false","false","false","","  ","","","  ","","",""
"581562","2","1","false","false","false","","  ","","","  ","","",""
"581562","2","2","false","false","false","","  ","","","  ","","",""
"581563","3","1","false","false","false","NEWINGTON","CT","","06111","CT","","","1E9TC2316FA363026"
"581563","3","2","false","false","false","","  ","","","  ","","",""
"581563","4","1","false","true","false","CAMPOBELLO","SC","","29322","SC","","","1UYVS25327M894019"
"581563","4","2","false","false","false","","  ","","","  ","","",""
"582093","1","1","false","true","false","DARTMOUTH","NS","","B3B 0","NS","","",""
"582093","1","2","false","false","false","","  ","","","  ","","",""
"582537","1","1","false","false","false","","  ","","","  ","","",""
"582537","1","2","false","false","false","","  ","","","  ","","",""
"582830","1","1","","","","","  ","","","  ","","",""
"582830","1","2","","","","","  ","","","  ","","",""
"584937","2","1","true","false","false","","  ","","","OR","","","1GRAA6417GB709214"
"584937","2","2","false","false","false","","  ","","","  ","","",""
"585262","1","1","","","","","  ","","","  ","","",""
"585262","1","2","","","","","  ","","","  ","","",""
"587381","3","1","false","false","false","","  ","","","  ","","",""
"587381","3","2","false","false","false","","  ","","","  ","","",""
"588075","2","1","false","false","","","  ","","","  ","","",""
"588075","2","2","false","false","","","  ","","","  ","","",""
"588478","3","1","false","false","false","","  ","","","  ","","",""
"588478","3","2","false","false","false","","  ","","","  ","","",""
"588478","4","1","false","false","false","","  ","","","  ","","",""
"588478","4","2","false","false","false","","  ","","","  ","","",""
"590860","2","1","","","","","  ","","","  ","","",""
"590860","2","2","","","","","  ","","","  ","","",""
"591566","1","1","false","false","false","","  ","","","  ","","",""
"591566","1","2","false","false","false","","  ","","","  ","","",""
"591652","1","1","true","false","false","","  ","","","  ","","",""
"591652","1","2","false","false","false","","  ","","","  ","","",""
"594132","1","1","false","true","false","NOVI","MI","United States","48377","MI","","","1UYVS25356U700436"
"594132","1","2","false","false","false","","  ","","","  ","","",""
"595878","2","1","","","","","  ","","","  ","","",""
"595878","2","2","","","","","  ","","","  ","","",""
"597587","2","1","false","false","false","","  ","","","  ","","",""
"597587","2","2","false","false","false","","  ","","","  ","","",""
"597772","1","1","false","false","false","","  ","","","  ","","",""
"597772","1","2","false","false","false","","  ","","","  ","","",""
"598293","1","1","","","","","  ","","","  ","","",""
"598293","1","2","","","","","  ","","","  ","","",""
"599261","2","1","","","","","  ","","","  ","","",""
"599261","2","2","","","","","  ","","","  ","","",""
"599294","1","1","","","","","  ","","","  ","","",""
"599294","1","2","","","","","  ","","","  ","","",""
"599295","1","1","","","","","  ","","","  ","","",""
"599295","1","2","","","","","  ","","","  ","","",""
"599296","2","1","","","","","  ","","","  ","","",""
"599296","2","2","","","","","  ","","","  ","","",""
"601445","1","1","false","false","false","","  ","","","  ","","",""
"601445","1","2","false","false","false","","  ","","","  ","","",""
"601918","1","1","","","","","  ","","","  ","","",""
"601918","1","2","","","","","  ","","","  ","","",""
"602168","3","1","false","false","false","","  ","","","  ","","",""
"602168","3","2","false","false","false","","  ","","","  ","","",""
"602168","4","1","false","false","false","CHICAGO","IL","","60634","IL","","","1RNF48A43JR0454"
"602168","4","2","false","false","false","","  ","","","  ","","",""
"602724","3","1","false","false","false","","  ","","","  ","","",""
"602724","3","2","false","false","false","","  ","","","  ","","",""
"602862","2","1","false","false","false","CT","FL","United States","33176","OK","","","1UYVS2539AU847805"
"602862","2","2","false","false","false","","  ","","","  ","","",""
"602868","1","1","false","false","false","","  ","","","  ","","",""
"602868","1","2","false","false","false","","  ","","","  ","","",""
"604185","1","1","","","","","  ","","","  ","","",""
"604185","1","2","","","","","  ","","","  ","","",""
"606129","1","1","","","","","  ","","","  ","","",""
"606129","1","2","","","","","  ","","","  ","","",""
"606139","3","1","false","false","false","","  ","","","  ","","",""
"606139","3","2","false","false","false","","  ","","","  ","","",""
"606139","4","1","false","false","false","","  ","","","  ","","",""
"606139","4","2","false","false","false","","  ","","","  ","","",""
"606144","2","1","false","false","false","","  ","","","  ","","",""
"606144","2","2","false","false","false","","  ","","","  ","","",""
"607495","2","1","false","false","false","WORCESTER","MA","","01607","ME","","",""
"607495","2","2","false","false","false","","  ","","","  ","","",""
"608433","1","1","false","false","false","","  ","","","  ","","",""
"608433","1","2","false","false","false","","  ","","","  ","","",""
"608433","2","1","false","false","false","","  ","","","  ","","",""
"608433","2","2","false","false","false","","  ","","","  ","","",""
"608708","2","1","false","false","false","","  ","","","  ","","",""
"608708","2","2","false","false","false","","  ","","","  ","","",""
"610800","1","1","false","false","false","Camp Hill","PA","","17011","PA","","","1GRAP0629GD461196"
"610800","1","2","false","false","false","","  ","","","  ","","",""
"612400","2","1","","","","","  ","","","  ","","",""
"612400","2","2","","","","","  ","","","  ","","",""
"613498","1","1","","","","","  ","","","  ","","",""
"613498","1","2","","","","","  ","","","  ","","",""
"613520","3","1","","","","","  ","","","  ","","",""
"613520","3","2","","","","","  ","","","  ","","",""
"613694","2","1","false","false","false","","  ","","","  ","","",""
"613694","2","2","false","false","false","","  ","","","  ","","",""
"615208","1","1","false","false","false","","  ","","","  ","","",""
"615208","1","2","false","false","false","","  ","","","  ","","",""
"615846","2","1","false","false","false","","  ","","","  ","","",""
"615846","2","2","false","false","false","","  ","","","  ","","",""
"616053","1","1","","","","","  ","","","  ","","",""
"616053","1","2","","","","","  ","","","  ","","",""
"616054","2","1","","","","","  ","","","  ","","",""
"616054","2","2","","","","","  ","","","  ","","",""
"616523","2","1","","","","","  ","","","  ","","",""
"616523","2","2","","","","","  ","","","  ","","",""
"617093","2","1","false","false","false","","  ","","","  ","","",""
"617093","2","2","false","false","false","","  ","","","  ","","",""
"618371","2","1","","","","","  ","","","  ","","",""
"618371","2","2","","","","","  ","","","  ","","",""
"620312","2","1","","","","","  ","","","  ","","",""
"620312","2","2","","","","","  ","","","  ","","",""
"623303","2","1","false","false","false","","  ","","","  ","","",""
"623303","2","2","false","false","false","","  ","","","  ","","",""
"623690","2","1","","","","","  ","","","  ","","",""
"623690","2","2","","","","","  ","","","  ","","",""
"625572","1","1","","","","","  ","","","  ","","",""
"625572","1","2","","","","","  ","","","  ","","",""
"626597","1","1","","","","","  ","","","  ","","",""
"626597","1","2","","","","","  ","","","  ","","",""
"626631","2","1","","","","","  ","","","  ","","",""
"626631","2","2","","","","","  ","","","  ","","",""
"629661","2","1","false","true","false","EDINBURG","VA","","22824","VA","","","1UYVS25332U731212"
"629661","2","2","false","false","false","","  ","","","  ","","",""
"629929","1","1","","","","","  ","","","  ","","",""
"629929","1","2","","","","","  ","","","  ","","",""
"630073","2","1","false","true","false","NEW HAVEN","CT","","06511","CT","","","1UYVS25328G321315"
"630073","2","2","false","false","false","","  ","","","  ","","",""
"630593","2","1","false","false","false","","  ","","","  ","","",""
"630593","2","2","false","false","false","","  ","","","  ","","",""
"631121","1","1","","","","","  ","","","  ","","",""
"631121","1","2","","","","","  ","","","  ","","",""
"631122","1","1","","","","","  ","","","  ","","",""
"631122","1","2","","","","","  ","","","  ","","",""
"631154","2","1","true","false","false","Hamden","CT","","06517","CT","","","56EA75K27LA000052"
"631154","2","2","false","false","false","","  ","","","  ","","",""
"633796","1","1","","","","","  ","","","  ","","",""
"633796","1","2","","","","","  ","","","  ","","",""
"633888","2","1","false","false","false","","  ","","","  ","","",""
"633888","2","2","false","false","false","","  ","","","  ","","",""
"634688","1","1","false","false","false","","  ","","","  ","","",""
"634688","1","2","false","false","false","","  ","","","  ","","",""
"636078","2","1","","","","","  ","","","  ","","",""
"636078","2","2","","","","","  ","","","  ","","",""
"637863","1","1","","","","","  ","","","  ","","",""
"637863","1","2","","","","","  ","","","  ","","",""
"638683","1","1","","","","","  ","","","  ","","",""
"638683","1","2","","","","","  ","","","  ","","",""
"638683","2","1","","","","","  ","","","  ","","",""
"638683","2","2","","","","","  ","","","  ","","",""
"640397","3","1","","","","","  ","","","  ","","",""
"640397","3","2","","","","","  ","","","  ","","",""
"640620","1","1","true","false","false","North Branford","CT","United States","06471","ME","","","1GRAP0625DD446108"
"640620","1","2","false","false","false","","  ","","","  ","","",""
"641322","1","1","","","","","  ","","","  ","","",""
"641322","1","2","","","","","  ","","","  ","","",""
"642123","2","1","false","false","false","","OK","United States","73149","CT","","","1FUJGEDV5ELFS5236"
"642123","2","2","false","false","false","","  ","","","  ","","",""
"642190","1","1","","","","","  ","","","  ","","",""
"642190","1","2","","","","","  ","","","  ","","",""
"643265","1","1","false","false","false","","  ","","","  ","","",""
"643265","1","2","false","false","false","","  ","","","  ","","",""
"643265","2","1","false","false","false","","  ","","","  ","","",""
"643265","2","2","false","false","false","","  ","","","  ","","",""
"645912","1","1","","","","","  ","","","  ","","",""
"645912","1","2","","","","","  ","","","  ","","",""
"646591","1","1","","","","","  ","","","  ","","",""
"646591","1","2","","","","","  ","","","  ","","",""
"647775","2","1","false","false","false","","  ","","","  ","","",""
"647775","2","2","false","false","false","","  ","","","  ","","",""
"648138","1","1","false","false","false","","  ","","","  ","","",""
"648138","1","2","false","false","false","","  ","","","  ","","",""
"649199","3","1","","","","","  ","","","  ","","",""
"649199","3","2","","","","","  ","","","  ","","",""
"649770","2","1","false","false","false","","  ","","","  ","","",""
"649770","2","2","false","false","false","","  ","","","  ","","",""
"650106","1","1","true","false","false","","  ","","","  ","","",""
"650106","1","2","false","false","false","","  ","","","  ","","",""
"651603","1","1","","","","","  ","","","  ","","",""
"651603","1","2","","","","","  ","","","  ","","",""
"652014","2","1","false","false","false","","  ","","","  ","","",""
"652014","2","2","false","false","false","","  ","","","  ","","",""
"652030","1","1","false","true","false","DUBUQUE","IA","United States","52001","NE","","","1UYVS2535FU201149"
"652030","1","2","false","false","false","","  ","","","  ","","",""
"652360","2","1","","","","","  ","","","  ","","",""
"652360","2","2","","","","","  ","","","  ","","",""
"653090","2","1","true","false","false","Souderton","PA","","18964","PA","","",""
"653090","2","2","false","false","false","","  ","","","  ","","",""
"654353","1","1","true","false","false","NORTH BRANFORD","CT","United States","06471","ME","","","67413PAM"
"654353","1","2","false","false","false","","  ","","","  ","","",""
"655384","1","1","","","","","  ","","","  ","","",""
"655384","1","2","","","","","  ","","","  ","","",""
"655863","1","1","true","false","false","Morrisville","NC","","27560","  ","","","1GRAA9626JD120612"
"655863","1","2","false","false","false","","  ","","","  ","","",""
"657940","3","1","","","","","  ","","","  ","","",""
"657940","3","2","","","","","  ","","","  ","","",""
"660252","1","1","","","","","  ","","","  ","","",""
"660252","1","2","","","","","  ","","","  ","","",""
"661184","6","1","false","false","false","","  ","","","  ","","",""
"661184","6","2","false","false","false","","  ","","","  ","","",""
"662144","1","1","","","","","  ","","","  ","","",""
"662144","1","2","","","","","  ","","","  ","","",""
"664187","1","1","true","false","false","Northford","CT","","06472","CT","","","5MTPD25276A000671"
"664187","1","2","false","false","false","","  ","","","  ","","",""
"664267","2","1","","","","","  ","","","  ","","",""
"664267","2","2","","","","","  ","","","  ","","",""
"666617","2","1","","","","","  ","","","  ","","",""
"666617","2","2","","","","","  ","","","  ","","",""
"666637","1","1","false","false","false","","  ","","","  ","","",""
"666637","1","2","false","false","false","","  ","","","  ","","",""
"669071","1","1","false","false","false","","  ","","","  ","","",""
"669071","1","2","false","false","false","","  ","","","  ","","",""
"669162","1","1","true","false","false","BIRMINGHAM","AL","","35218","TN","","","1UYFS2484EA889114"
"669162","1","2","false","false","false","","  ","","","  ","","",""
"669162","4","1","true","false","false","MILESBURG","PA","","16853","PA","","","1RU134022IJ096146"
"669162","4","2","false","false","false","","  ","","","  ","","",""
"671094","1","1","false","false","false","","  ","","","  ","","",""
"671094","1","2","false","false","false","","  ","","","  ","","",""
"672743","2","1","","","","","  ","","","  ","","",""
"672743","2","2","","","","","  ","","","  ","","",""
"673466","1","1","false","false","false","Portland","ME","","04102","ME","","","5V8VA48226M604860"
"673466","1","2","false","false","false","","  ","","","  ","","",""
"673764","2","1","","","","","  ","","","  ","","",""
"673764","2","2","","","","","  ","","","  ","","",""
"674128","1","1","false","false","false","","  ","","","  ","","",""
"674128","1","2","false","false","false","","  ","","","  ","","",""
"675238","2","1","false","false","false","","  ","","","  ","","",""
"675238","2","2","false","false","false","","  ","","","  ","","",""
"675910","1","1","","","","","  ","","","  ","","",""
"675910","1","2","","","","","  ","","","  ","","",""
"678784","2","1","","","","","  ","","","  ","","",""
"678784","2","2","","","","","  ","","","  ","","",""
"679968","1","1","false","false","false","","  ","","","  ","","",""
"679968","1","2","false","false","false","","  ","","","  ","","",""
"680607","1","1","","","","","  ","","","  ","","",""
"680607","1","2","","","","","  ","","","  ","","",""
"681067","2","1","true","false","false","HAMDEN","CT","","06517","RI","","","1S8SD422XC0012336"
"681067","2","2","false","false","false","","  ","","","  ","","",""
"681300","2","1","false","false","false","Cranbury","NJ","United States","08515","NJ","","","1M1AW07YXDM026702"
"681300","2","2","false","false","false","","  ","","","  ","","",""
"681432","3","1","false","false","false","","  ","","","  ","","",""
"681432","3","2","false","false","false","","  ","","","  ","","",""
"681715","2","1","false","false","false","NASHVILLE","TN","","37209","TN","","","4V4NC9EH2EN174988"
"681715","2","2","false","false","false","","  ","","","  ","","",""
"681944","3","1","false","false","false","Hackensack","NJ","","07601","  ","","",""
"681944","3","2","false","false","false","","  ","","","  ","","",""
"682610","1","1","","","","","  ","","","  ","","",""
"682610","1","2","","","","","  ","","","  ","","",""
"683302","2","1","false","false","false","","  ","","","  ","","",""
"683302","2","2","false","false","false","","  ","","","  ","","",""
"684918","1","1","false","false","false","","  ","","","  ","","",""
"684918","1","2","false","false","false","","  ","","","  ","","",""
"686438","2","1","","","","","  ","","","  ","","",""
"686438","2","2","","","","","  ","","","  ","","",""
"686653","1","1","false","false","false","","  ","","","  ","","",""
"686653","1","2","false","false","false","","  ","","","  ","","",""
"687031","4","1","","","","","  ","","","  ","","",""
"687031","4","2","","","","","  ","","","  ","","",""
"687620","1","1","","","","","  ","","","  ","","",""
"687620","1","2","","","","","  ","","","  ","","",""
"689291","2","1","","","","","  ","","","  ","","",""
"689291","2","2","","","","","  ","","","  ","","",""
"689294","1","1","","","","","  ","","","  ","","",""
"689294","1","2","","","","","  ","","","  ","","",""
"689295","3","1","","","","","  ","","","  ","","",""
"689295","3","2","","","","","  ","","","  ","","",""
"689969","3","1","false","false","false","","  ","","","  ","","",""
"689969","3","2","false","false","false","","  ","","","  ","","",""
"691444","2","1","","","","","  ","","","  ","","",""
"691444","2","2","","","","","  ","","","  ","","",""
"691576","1","1","false","false","false","","  ","","","  ","","",""
"691576","1","2","false","false","false","","  ","","","  ","","",""
"692082","3","1","false","false","false","","  ","","","  ","","",""
"692082","3","2","false","false","false","","  ","","","  ","","",""
"692498","1","1","false","false","false","Tabernacle","NJ","","08088","NJ","","","5A3C716D1BL002759"
"692498","1","2","false","false","false","","  ","","","  ","","",""
"692773","1","1","","","","","  ","","","  ","","",""
"692773","1","2","","","","","  ","","","  ","","",""
"692897","2","1","false","false","false","","  ","","","  ","","",""
"692897","2","2","false","false","false","","  ","","","  ","","",""
"693116","1","1","","","","","  ","","","  ","","",""
"693116","1","2","","","","","  ","","","  ","","",""
"693710","2","1","","","","","  ","","","  ","","",""
"693710","2","2","","","","","  ","","","  ","","",""
"693984","1","1","false","true","false","Fort Smith","AR","United States","72903","  ","","",""
"693984","1","2","false","false","false","","  ","","","  ","","",""
"695466","2","1","false","false","false","","  ","","","  ","","",""
"695466","2","2","false","false","false","","  ","","","  ","","",""
"696515","2","1","","","","","  ","","","  ","","",""
"696515","2","2","","","","","  ","","","  ","","",""
"696840","2","1","false","false","false","","  ","","","  ","","",""
"696840","2","2","false","false","false","","  ","","","  ","","",""
"697650","4","1","false","false","false","Newark","NJ","United States","07105","  ","","",""
"697650","4","2","false","false","false","","  ","","","  ","","",""
"698153","1","1","false","false","false","","  ","","","  ","","",""
"698153","1","2","false","false","false","","  ","","","  ","","",""
"698507","1","1","","","","","  ","","","  ","","",""
"698507","1","2","","","","","  ","","","  ","","",""
"700032","2","1","false","false","false","","  ","","","  ","","",""
"700032","2","2","false","false","false","","  ","","","  ","","",""
"700380","2","1","","","","","  ","","","  ","","",""
"700380","2","2","","","","","  ","","","  ","","",""
"701298","1","1","","","","","  ","","","  ","","",""
"701298","1","2","","","","","  ","","","  ","","",""
"701298","2","1","","","","","  ","","","  ","","",""
"701298","2","2","","","","","  ","","","  ","","",""
"702587","1","1","","","","","  ","","","  ","","",""
"702587","1","2","","","","","  ","","","  ","","",""
"703449","1","1","false","false","false","","  ","","","  ","","",""
"703449","1","2","false","false","false","","  ","","","  ","","",""
"703454","1","1","false","false","false","","  ","","","  ","","",""
"703454","1","2","false","false","false","","  ","","","  ","","",""
"704215","1","1","false","false","false","","  ","","","  ","","",""
"704215","1","2","false","false","false","","  ","","","  ","","",""
"704215","2","1","false","false","false","Jefferson","ME","","04348","  ","","",""
"704215","2","2","false","false","false","","  ","","","  ","","",""
"705823","2","1","","","","","  ","","","  ","","",""
"705823","2","2","","","","","  ","","","  ","","",""
"705837","1","1","","","","","  ","","","  ","","",""
"705837","1","2","","","","","  ","","","  ","","",""
"706633","2","1","","","","","  ","","","  ","","",""
"706633","2","2","","","","","  ","","","  ","","",""
"707378","2","1","","","","","  ","","","  ","","",""
"707378","2","2","","","","","  ","","","  ","","",""
"707637","2","1","false","false","false","","  ","","","  ","","",""
"707637","2","2","false","false","false","","  ","","","  ","","",""
"707886","1","1","","","","","  ","","","  ","","",""
"707886","1","2","","","","","  ","","","  ","","",""
"708671","3","1","false","false","false","Jefferson","ME","United States","04348","ME","","","3H3X492S2RT000865"
"708671","3","2","false","false","false","","  ","","","  ","","",""
"709159","1","1","false","false","false","","  ","","","  ","","",""
"709159","1","2","false","false","false","","  ","","","  ","","",""
"710108","2","1","true","false","false","","  ","","","NJ","","","1JJV532D4HL973425"
"710108","2","2","false","false","false","","  ","","","  ","","",""
"710129","2","1","false","true","false","JERSEY CITY","NJ","","07305","  ","","","1JJV532W25L951968"
"710129","2","2","false","false","false","","  ","","","  ","","",""
"710970","1","1","false","true","false","BALTIMORE","MD","","21227","ME","","","1JJV532D5KL099495"
"710970","1","2","false","false","false","","  ","","","  ","","",""
"711518","1","1","","","","","  ","","","  ","","",""
"711518","1","2","","","","","  ","","","  ","","",""
"711519","2","1","","","","","  ","","","  ","","",""
"711519","2","2","","","","","  ","","","  ","","",""
"711520","3","1","","","","","  ","","","  ","","",""
"711520","3","2","","","","","  ","","","  ","","",""
"712561","2","1","","","","","  ","","","  ","","",""
"712561","2","2","","","","","  ","","","  ","","",""
"712847","1","1","false","false","false","Miami","FL","United States","33178","FL","","",""
"712847","1","2","false","false","false","","  ","","","  ","","",""
"713609","2","1","true","false","false","Waterbury","CT","","06708","  ","","",""
"713609","2","2","false","false","false","","  ","","","  ","","",""
"715857","2","1","","","","","  ","","","  ","","",""
"715857","2","2","","","","","  ","","","  ","","",""
"715866","1","1","","","","","  ","","","  ","","",""
"715866","1","2","","","","","  ","","","  ","","",""
"717320","1","1","true","false","false","ELMER","NJ","","08318","NJ","","","4J8T043265T006903"
"717320","1","2","false","false","false","","  ","","","  ","","",""
"718545","3","1","false","false","false","","  ","","","  ","","",""
"718545","3","2","false","false","false","","  ","","","  ","","",""
"720371","2","1","","","","","  ","","","  ","","",""
"720371","2","2","","","","","  ","","","  ","","",""
"720409","1","1","","","","","  ","","","  ","","",""
"720409","1","2","","","","","  ","","","  ","","",""
"720645","1","1","false","false","false","BALTIMORE","MD","United States","21227","ME","","","3H3V532C8JT563045"
"720645","1","2","false","false","false","","  ","","","  ","","",""
"721167","3","1","false","false","false","","  ","","","  ","","",""
"721167","3","2","false","false","false","","  ","","","  ","","",""
"722252","1","1","","","","","  ","","","  ","","",""
"722252","1","2","","","","","  ","","","  ","","",""
"723104","1","1","","","","","  ","","","  ","","",""
"723104","1","2","","","","","  ","","","  ","","",""
"725619","1","1","","","","","  ","","","  ","","",""
"725619","1","2","","","","","  ","","","  ","","",""
"726053","2","1","","","","","  ","","","  ","","",""
"726053","2","2","","","","","  ","","","  ","","",""
"727060","2","1","","","","","  ","","","  ","","",""
"727060","2","2","","","","","  ","","","  ","","",""
"727071","2","2","","","","","  ","","","  ","","",""
"727071","2","1","","","","","  ","","","  ","","",""
"729437","2","1","","","","","  ","","","  ","","",""
"729437","2","2","","","","","  ","","","  ","","",""
"729643","2","1","true","false","false","PITTSBURGH","PA","","15212","ID","","","3H3V532C3LR294386"
"729643","2","2","false","false","false","","  ","","","  ","","",""
"729927","2","1","","","","","  ","","","  ","","",""
"729927","2","2","","","","","  ","","","  ","","",""
"734138","2","1","","","","","  ","","","  ","","",""
"734138","2","2","","","","","  ","","","  ","","",""
"738461","1","1","","","","","  ","","","  ","","",""
"738461","1","2","","","","","  ","","","  ","","",""
"738463","1","1","","","","","  ","","","  ","","",""
"738463","1","2","","","","","  ","","","  ","","",""
"739126","2","1","false","false","false","","  ","","","  ","","",""
"739126","2","2","false","false","false","","  ","","","  ","","",""
"740459","2","1","","","","","  ","","","  ","","",""
"740459","2","2","","","","","  ","","","  ","","",""
"741301","2","1","false","false","false","","  ","","","  ","","",""
"741301","2","2","false","false","false","","  ","","","  ","","",""
"742546","2","1","","","","","  ","","","  ","","",""
"742546","2","2","","","","","  ","","","  ","","",""
"742547","2","1","","","","","  ","","","  ","","",""
"742547","2","2","","","","","  ","","","  ","","",""
"743979","2","1","","","","","  ","","","  ","","",""
"743979","2","2","","","","","  ","","","  ","","",""
"745391","1","1","false","false","false","","  ","","","  ","","",""
"745391","1","2","false","false","false","","  ","","","  ","","",""
"745391","4","1","false","false","false","","  ","","","  ","","",""
"745391","4","2","false","false","false","","  ","","","  ","","",""
"745746","1","1","false","false","false","","  ","","","  ","","",""
"745746","1","2","false","false","false","","  ","","","  ","","",""
"746034","2","1","","","","","  ","","","  ","","",""
